,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
11958,IEP-CRISIS MANAGEMENT(CIT),11.0,"$ 527,803",Paraprofessionals,,K138,2022
11959,IEP-HEALTH,2.0,"$ 84,967",Paraprofessionals,,K138,2022
11960,INTERVENTION / PREVENTION,0.0,"$ 13,286",Paraprofessionals,,K138,2022
11961,PRE-K,3.0,"$ 199,779",Paraprofessionals,,K138,2022
11962,School Aides and Other Support Staff,1.0,"$ 235,077",School Aides and Other Support Staff,,K138,2022
11963,OUTREACH,0.0,"$ 60,188",Family Workers,,K138,2022
11964,PARENT INVOLVEMENT,0.0,"$ 32,830",Family Workers,,K138,2022
11965,ABSENCE COVERAGE,,"$ 349,920",Per Diem,,K138,2022
11966,IEP-CRISIS MANAGEMENT(CIT),,"$ 61,000",Per Diem,,K138,2022
11967,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 411,472",Per Session,,K138,2022
11968,PARENT INVOLVEMENT,,"$ 1,500",Per Session,,K138,2022
11969,PROFESSIONAL DEVELOPMENT,,"$ 11,050",Per Session,,K138,2022
11970,PUPIL PERSONNEL SERVICES,,"$ 3,676",Per Session,,K138,2022
11971,SPECIAL ED INSTRUCTIONAL PGMS,,"$ 9,442",Per Session,,K138,2022
11972,SUMMER STUDENT PROGRAMS,,"$ 21,215",Per Session,,K138,2022
11973,Data Processing Repair - Contractual,,"$ 5,406",OTPS,,K138,2022
11974,Educational Consultants,,"$ 15,617",OTPS,,K138,2022
11975,Educational Software,,"$ 21,110",OTPS,,K138,2022
11976,Equipment - General,,"$ 24,354",OTPS,,K138,2022
11977,Furniture Object 300,,"$ 29,235",OTPS,,K138,2022
11978,Library Books,,"$ 2,892",OTPS,,K138,2022
11979,Non-Contractual Services,,"$ 30,997",OTPS,,K138,2022
11980,Supplies - General,,"$ 148,065",OTPS,,K138,2022
11981,Textbooks,,"$ 21,583",OTPS,,K138,2022
11982,Summer Non-Professional 016,,"$ 15,279",Setasides,,K138,2022
11983,Not Available,,"$ 5,376",Sixth period coverage,,K138,2022
11984,People Working Partial Year,,"$ 161,008",People Working Partial Year,,K138,2022
11985,Main School,77.0,"$ 9,172,312",School Site,,K138,2022
11986,HEAD OF SCHOOL,1.0,"$ 184,727",Leadership,,K138,2021
11987,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 146,683",Leadership,,K138,2021
11988,PARENT COORDINATOR,1.0,"$ 43,968",Coordinator/Supervisor/Dean,,K138,2021
11989,School Secretary,2.0,"$ 130,230",Secretary,,K138,2021
11990,Pre K,2.0,"$ 295,123",Classroom Teacher,WHOLE CLASS,K138,2021
11991,K,1.0,"$ 104,247",Classroom Teacher,ICT - General Ed Teacher,K138,2021
11992,K,1.0,"$ 104,247",Classroom Teacher,ICT - Special Ed Teacher,K138,2021
11993,K,1.0,"$ 147,562",Classroom Teacher,WHOLE CLASS,K138,2021
11994,K,3.0,"$ 356,056",Classroom Teacher,Sub-Total,K138,2021
11995,"K, 1, 2",1.0,"$ 104,247",Classroom Teacher,SELF-CONTAINED SP ED,K138,2021
11996,1,1.0,"$ 116,947",Classroom Teacher,ICT - Special Ed Teacher,K138,2021
11997,1,1.0,"$ 141,680",Classroom Teacher,WHOLE CLASS,K138,2021
11998,1,2.0,"$ 258,627",Classroom Teacher,Sub-Total,K138,2021
11999,2,1.0,"$ 104,247",Classroom Teacher,ICT - General Ed Teacher,K138,2021
12000,2,1.0,"$ 147,562",Classroom Teacher,ICT - Special Ed Teacher,K138,2021
12001,2,1.0,"$ 116,336",Classroom Teacher,WHOLE CLASS,K138,2021
12002,2,3.0,"$ 368,145",Classroom Teacher,Sub-Total,K138,2021
12003,3,1.0,"$ 104,247",Classroom Teacher,ICT - General Ed Teacher,K138,2021
12004,3,1.0,"$ 104,247",Classroom Teacher,ICT - Special Ed Teacher,K138,2021
12005,3,1.0,"$ 108,418",Classroom Teacher,WHOLE CLASS,K138,2021
12006,3,3.0,"$ 316,912",Classroom Teacher,Sub-Total,K138,2021
12007,"3, 4, 5",1.0,"$ 104,247",Classroom Teacher,SELF-CONTAINED SP ED,K138,2021
12008,4,1.0,"$ 104,247",Classroom Teacher,ICT - General Ed Teacher,K138,2021
12009,4,1.0,"$ 104,247",Classroom Teacher,ICT - Special Ed Teacher,K138,2021
12010,4,1.0,"$ 104,247",Classroom Teacher,WHOLE CLASS,K138,2021
12011,4,3.0,"$ 312,741",Classroom Teacher,Sub-Total,K138,2021
12012,5,1.0,"$ 108,098",Classroom Teacher,ICT - General Ed Teacher,K138,2021
12013,5,1.0,"$ 104,247",Classroom Teacher,ICT - Special Ed Teacher,K138,2021
12014,5,1.0,"$ 104,247",Classroom Teacher,WHOLE CLASS,K138,2021
12015,5,3.0,"$ 316,592",Classroom Teacher,Sub-Total,K138,2021
12016,6,1.0,"$ 104,247",Classroom Teacher,ICT - Special Ed Teacher,K138,2021
12017,6,1.0,"$ 118,277",Classroom Teacher,WHOLE CLASS,K138,2021
12018,6,2.0,"$ 222,524",Classroom Teacher,Sub-Total,K138,2021
12019,ENGLISH LANGUAGE ARTS,1.0,"$ 147,562",Homeroom Teacher,ICT - General Ed Teacher,K138,2021
12020,ENGLISH LANGUAGE ARTS,2.0,"$ 208,494",Homeroom Teacher,WHOLE CLASS,K138,2021
12021,ENGLISH LANGUAGE ARTS,3.0,"$ 356,056",Homeroom Teacher,Sub-Total,K138,2021
12022,ENRICHMENT,1.0,"$ 104,247",Homeroom Teacher,ICT - General Ed Teacher,K138,2021
12023,MATH,2.0,"$ 251,809",Homeroom Teacher,WHOLE CLASS,K138,2021
12024,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 104,247",Homeroom Teacher,ICT - General Ed Teacher,K138,2021
12025,SPECIAL EDUCATION (OR ALL SUBJECTS),4.0,"$ 443,177",Homeroom Teacher,ICT - Special Ed Teacher,K138,2021
12026,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 104,247",Homeroom Teacher,WHOLE CLASS,K138,2021
12027,SPECIAL EDUCATION (OR ALL SUBJECTS),6.0,"$ 651,671",Homeroom Teacher,Sub-Total,K138,2021
12028,SCIENCE - GENERAL SCIENCE,1.0,"$ 133,736",Elementary Cluster/Quota,REDUCED CLASS SIZE,K138,2021
12029,ARTS,1.0,"$ 112,910",Cluster/Quota Teacher,PULL-OUT -all students,K138,2021
12030,ESL,1.0,"$ 142,576",Cluster/Quota Teacher,PUSH IN/PULL OUT,K138,2021
12031,FL - FRENCH,1.0,"$ 104,247",Cluster/Quota Teacher,WHOLE CLASS,K138,2021
12032,MATH,1.0,"$ 126,272",Cluster/Quota Teacher,WHOLE CLASS,K138,2021
12033,PHYSICAL EDUCATION,1.0,"$ 121,590",Cluster/Quota Teacher,SUBJECT SPECIFIC,K138,2021
12034,SCIENCE - GENERAL SCIENCE,1.0,"$ 113,555",Cluster/Quota Teacher,SUPPLEMENTARY,K138,2021
12035,SCIENCE - GENERAL SCIENCE,1.0,"$ 37,685",Cluster/Quota Teacher,WHOLE CLASS,K138,2021
12036,SCIENCE - GENERAL SCIENCE,2.0,"$ 151,240",Cluster/Quota Teacher,Sub-Total,K138,2021
12037,INTERVENTION / PREVENTION,1.0,"$ 104,247",Special Needs - Support Services,PULL-OUT - Special Ed,K138,2021
12038,OCCUPATIONAL THERAPY,1.0,"$ 78,516",Special Needs - Support Services,PULL-OUT - Special Ed,K138,2021
12039,PHYSICAL THERAPY,1.0,"$ 79,161",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2021
12040,SETSS,1.0,"$ 109,202",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2021
12041,SPEECH,2.0,"$ 125,898",Special Needs - Support Services,PULL-OUT -all students,K138,2021
12042,SPEECH,1.0,"$ 99,109",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2021
12043,SPEECH,3.0,"$ 225,007",Special Needs - Support Services,Sub-Total,K138,2021
12044,Guidance Counselor,1.0,"$ 108,563",Guidance/Social Workers,,K138,2021
12045,Teacher - Attendance,1.0,"$ 147,079",Guidance/Social Workers,,K138,2021
12046,Clerical Associate - Annual,1.0,"$ 47,151",SBST,,K138,2021
12047,School Psychologist Mandated Services,1.0,"$ 147,128",SBST,,K138,2021
12048,School Social Worker,1.0,"$ 104,088",SBST,,K138,2021
12049,CLASSROOM - Special Ed,1.0,"$ 39,295",Paraprofessionals,,K138,2021
12050,IEP-ALTERNATE PLACEMENT,1.0,"$ 39,295",Paraprofessionals,,K138,2021
12051,IEP-CRISIS MANAGEMENT(CIT),15.0,"$ 662,537",Paraprofessionals,,K138,2021
12052,IEP-HEALTH,2.0,"$ 86,259",Paraprofessionals,,K138,2021
12053,PRE-K,3.0,"$ 166,627",Paraprofessionals,,K138,2021
12054,School Aides and Other Support Staff,1.0,"$ 159,605",School Aides and Other Support Staff,,K138,2021
12055,OUTREACH,0.0,"$ 48,558",Family Workers,,K138,2021
12056,PARENT INVOLVEMENT,0.0,"$ 32,174",Family Workers,,K138,2021
12057,ABSENCE COVERAGE,,"$ 197,161",Per Diem,,K138,2021
12058,IEP-CRISIS MANAGEMENT(CIT),,"$ 29,999",Per Diem,,K138,2021
12059,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 37,546",Per Session,,K138,2021
12060,PARENT INVOLVEMENT,,"$ 1,679",Per Session,,K138,2021
12061,PROFESSIONAL DEVELOPMENT,,"$ 9,600",Per Session,,K138,2021
12062,SUMMER STUDENT PROGRAMS,,"$ 5,082",Per Session,,K138,2021
12063,Data Processing Repair - Contractual,,"$ 4,531",OTPS,,K138,2021
12064,Educational Software,,"$ 4,851",OTPS,,K138,2021
12065,Equipment - General,,"$ 16,141",OTPS,,K138,2021
12066,Library Books,,"$ 3,024",OTPS,,K138,2021
12067,Non-Contractual Services,,"$ 7,165",OTPS,,K138,2021
12068,Office Temp Services - Contractual,,$ 347,OTPS,,K138,2021
12069,Supplies - General,,"$ 31,045",OTPS,,K138,2021
12070,Textbooks,,"$ 21,107",OTPS,,K138,2021
12071,Summer Non-Professional 016,,"$ 15,236",Setasides,,K138,2021
12072,People Working Partial Year,,"$ 95,454",People Working Partial Year,,K138,2021
12073,Main School,83.0,"$ 8,281,636",School Site,,K138,2021
12074,HEAD OF SCHOOL,1.0,"$ 176,947",Leadership,,K138,2020
12075,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 139,487",Leadership,,K138,2020
12076,PARENT COORDINATOR,1.0,"$ 27,269",Coordinator/Supervisor/Dean,,K138,2020
12077,SCHOOL SECRETARY,2.0,"$ 126,806",Secretary,,K138,2020
12078,Pre K,2.0,"$ 283,658",Classroom Teacher,WHOLE CLASS,K138,2020
12079,K,1.0,"$ 100,261",Classroom Teacher,ICT - General Ed Teacher,K138,2020
12080,K,1.0,"$ 100,261",Classroom Teacher,ICT - Special Ed Teacher,K138,2020
12081,K,1.0,"$ 141,829",Classroom Teacher,WHOLE CLASS,K138,2020
12082,K,3.0,"$ 342,351",Classroom Teacher,Sub-Total,K138,2020
12083,"K, 1, 2",1.0,"$ 100,261",Classroom Teacher,SELF-CONTAINED SP ED,K138,2020
12084,1,1.0,"$ 72,709",Classroom Teacher,ICT - Special Ed Teacher,K138,2020
12085,1,1.0,"$ 141,829",Classroom Teacher,WHOLE CLASS,K138,2020
12086,1,2.0,"$ 214,538",Classroom Teacher,Sub-Total,K138,2020
12087,2,1.0,"$ 100,261",Classroom Teacher,ICT - General Ed Teacher,K138,2020
12088,2,1.0,"$ 141,829",Classroom Teacher,ICT - Special Ed Teacher,K138,2020
12089,2,1.0,"$ 111,426",Classroom Teacher,WHOLE CLASS,K138,2020
12090,2,3.0,"$ 353,516",Classroom Teacher,Sub-Total,K138,2020
12091,3,1.0,"$ 100,261",Classroom Teacher,ICT - General Ed Teacher,K138,2020
12092,3,1.0,"$ 100,261",Classroom Teacher,ICT - Special Ed Teacher,K138,2020
12093,3,1.0,"$ 104,501",Classroom Teacher,WHOLE CLASS,K138,2020
12094,3,3.0,"$ 305,023",Classroom Teacher,Sub-Total,K138,2020
12095,"3, 4, 5",1.0,"$ 100,261",Classroom Teacher,SELF-CONTAINED SP ED,K138,2020
12096,4,1.0,"$ 100,261",Classroom Teacher,ICT - General Ed Teacher,K138,2020
12097,4,1.0,"$ 100,261",Classroom Teacher,ICT - Special Ed Teacher,K138,2020
12098,4,1.0,"$ 100,261",Classroom Teacher,WHOLE CLASS,K138,2020
12099,4,3.0,"$ 300,783",Classroom Teacher,Sub-Total,K138,2020
12100,5,1.0,"$ 107,465",Classroom Teacher,ICT - General Ed Teacher,K138,2020
12101,5,1.0,"$ 100,261",Classroom Teacher,ICT - Special Ed Teacher,K138,2020
12102,5,1.0,"$ 100,261",Classroom Teacher,WHOLE CLASS,K138,2020
12103,5,3.0,"$ 307,987",Classroom Teacher,Sub-Total,K138,2020
12104,6,1.0,"$ 100,261",Classroom Teacher,ICT - Special Ed Teacher,K138,2020
12105,6,1.0,"$ 113,725",Classroom Teacher,WHOLE CLASS,K138,2020
12106,6,2.0,"$ 213,986",Classroom Teacher,Sub-Total,K138,2020
12107,ENGLISH LANGUAGE ARTS,1.0,"$ 141,829",Homeroom Teacher,ICT - General Ed Teacher,K138,2020
12108,ENGLISH LANGUAGE ARTS,2.0,"$ 200,522",Homeroom Teacher,WHOLE CLASS,K138,2020
12109,ENGLISH LANGUAGE ARTS,3.0,"$ 342,351",Homeroom Teacher,Sub-Total,K138,2020
12110,ENRICHMENT,1.0,"$ 100,261",Homeroom Teacher,ICT - General Ed Teacher,K138,2020
12111,MATH,3.0,"$ 342,351",Homeroom Teacher,WHOLE CLASS,K138,2020
12112,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 100,261",Homeroom Teacher,ICT - General Ed Teacher,K138,2020
12113,SPECIAL EDUCATION (OR ALL SUBJECTS),3.0,"$ 334,029",Homeroom Teacher,ICT - Special Ed Teacher,K138,2020
12114,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 100,261",Homeroom Teacher,WHOLE CLASS,K138,2020
12115,SPECIAL EDUCATION (OR ALL SUBJECTS),5.0,"$ 534,551",Homeroom Teacher,Sub-Total,K138,2020
12116,SCIENCE - GENERAL SCIENCE,1.0,"$ 128,561",Elementary Cluster/Quota,REDUCED CLASS SIZE,K138,2020
12117,ARTS,1.0,"$ 108,575",Cluster/Quota Teacher,PULL-OUT -all students,K138,2020
12118,ESL,1.0,"$ 135,764",Cluster/Quota Teacher,PUSH IN/PULL OUT,K138,2020
12119,FL - FRENCH,1.0,"$ 100,261",Cluster/Quota Teacher,WHOLE CLASS,K138,2020
12120,MATH,1.0,"$ 121,398",Cluster/Quota Teacher,WHOLE CLASS,K138,2020
12121,PHYSICAL EDUCATION,1.0,"$ 118,310",Cluster/Quota Teacher,SUBJECT SPECIFIC,K138,2020
12122,SCIENCE - GENERAL SCIENCE,1.0,"$ 109,194",Cluster/Quota Teacher,SUPPLEMENTARY,K138,2020
12123,SCIENCE - GENERAL SCIENCE,1.0,"$ 100,261",Cluster/Quota Teacher,WHOLE CLASS,K138,2020
12124,SCIENCE - GENERAL SCIENCE,2.0,"$ 209,455",Cluster/Quota Teacher,Sub-Total,K138,2020
12125,INTERVENTION / PREVENTION,1.0,"$ 100,261",Special Needs - Support Services,PULL-OUT - Special Ed,K138,2020
12126,OCCUPATIONAL THERAPY,1.0,"$ 77,181",Special Needs - Support Services,PULL-OUT - Special Ed,K138,2020
12127,PHYSICAL THERAPY,1.0,"$ 77,748",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2020
12128,SETSS,1.0,"$ 100,261",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2020
12129,SPEECH,1.0,"$ 96,693",Special Needs - Support Services,PULL-OUT -all students,K138,2020
12130,SPEECH,2.0,"$ 193,386",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2020
12131,SPEECH,3.0,"$ 290,079",Special Needs - Support Services,Sub-Total,K138,2020
12132,GUIDANCE COUNSELOR,1.0,"$ 106,617",Guidance/Social Workers,,K138,2020
12133,TEACHER - ATTENDANCE,1.0,"$ 142,660",Guidance/Social Workers,,K138,2020
12134,CLERICAL ASSOCIATE - (Annual),1.0,"$ 46,704",SBST,,K138,2020
12135,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 145,632",SBST,,K138,2020
12136,SCHOOL SOCIAL WORKER,1.0,"$ 103,102",SBST,,K138,2020
12137,CLASSROOM - Special Ed,3.0,"$ 114,591",Paraprofessionals,,K138,2020
12138,IEP-ALTERNATE PLACEMENT,3.0,"$ 114,591",Paraprofessionals,,K138,2020
12139,IEP-CRISIS MANAGEMENT(CIT),11.0,"$ 378,658",Paraprofessionals,,K138,2020
12140,IEP-HEALTH,3.0,"$ 138,090",Paraprofessionals,,K138,2020
12141,IEP-TOILETING,1.0,"$ 38,197",Paraprofessionals,,K138,2020
12142,PRE-K,2.0,"$ 123,392",Paraprofessionals,,K138,2020
12143,School Aides and Other Support Staff,1.0,"$ 178,482",School Aides and Other Support Staff,,K138,2020
12144,ATTENDANCE,0.0,"$ 2,499",Family Workers,,K138,2020
12145,OUTREACH,0.0,"$ 41,519",Family Workers,,K138,2020
12146,PARENT INVOLVEMENT,0.0,"$ 58,638",Family Workers,,K138,2020
12147,504,,"$ 10,778",Per Diem,,K138,2020
12148,ABSENCE COVERAGE,,"$ 9,065",Per Diem,,K138,2020
12149,IEP-CRISIS MANAGEMENT(CIT),,"$ 34,431",Per Diem,,K138,2020
12150,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 61,382",Per Session,,K138,2020
12151,PARENT INVOLVEMENT,,"$ 6,915",Per Session,,K138,2020
12152,PUPIL PERSONNEL SERVICES,,"$ 5,647",Per Session,,K138,2020
12153,SUMMER STUDENT PROGRAMS,,"$ 153,749",Per Session,,K138,2020
12154,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 3,500",OTPS,,K138,2020
12155,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 4,531",OTPS,,K138,2020
12156,EDUCATIONAL CONSULTANTS,,"$ 6,500",OTPS,,K138,2020
12157,EDUCATIONAL SOFTWARE,,"$ 7,388",OTPS,,K138,2020
12158,EQUIPMENT - GENERAL,,"$ 8,318",OTPS,,K138,2020
12159,LIBRARY BOOKS,,"$ 3,161",OTPS,,K138,2020
12160,NON-CONTRACTUAL SERVICES,,"$ 9,239",OTPS,,K138,2020
12161,OFFICE TEMP SERVICES - CONTRACTUAL,,"$ 2,000",OTPS,,K138,2020
12162,SUPPLIES - GENERAL,,"$ 59,044",OTPS,,K138,2020
12163,TELEPHONE AND OTHER COMMUNICATIONS,,$ 361,OTPS,,K138,2020
12164,TEXTBOOKS,,"$ 6,319",OTPS,,K138,2020
12165,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 1,367",OTPS,,K138,2020
12166,Summer Non-Professional (016),,"$ 14,638",Setasides,,K138,2020
12167,People Working Partial Year,,"$ 62,738",People Working Partial Year,,K138,2020
12168,Main School,84.0,"$ 8,084,684",School Site,,K138,2020
12169,HEAD OF SCHOOL,1.0,"$ 174,538",Leadership,,K138,2019
12170,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 136,073",Leadership,,K138,2019
12171,PARENT COORDINATOR,1.0,"$ 42,000",Coordinator/Supervisor/Dean,,K138,2019
12172,SCHOOL SECRETARY,2.0,"$ 122,077",Secretary,,K138,2019
12173,Pre K,2.0,"$ 278,654",Classroom Teacher,WHOLE CLASS,K138,2019
12174,K,2.0,"$ 197,026",Classroom Teacher,ICT - General Ed Teacher,K138,2019
12175,K,1.0,"$ 139,327",Classroom Teacher,WHOLE CLASS,K138,2019
12176,K,3.0,"$ 336,353",Classroom Teacher,Sub-Total,K138,2019
12177,"K, 1, 2",1.0,"$ 98,513",Classroom Teacher,SELF-CONTAINED SP ED,K138,2019
12178,1,1.0,"$ 139,327",Classroom Teacher,ICT - General Ed Teacher,K138,2019
12179,1,1.0,"$ 98,513",Classroom Teacher,ICT - Special Ed Teacher,K138,2019
12180,1,1.0,"$ 138,935",Classroom Teacher,WHOLE CLASS,K138,2019
12181,1,3.0,"$ 376,775",Classroom Teacher,Sub-Total,K138,2019
12182,2,1.0,"$ 98,513",Classroom Teacher,ICT - General Ed Teacher,K138,2019
12183,2,1.0,"$ 102,403",Classroom Teacher,ICT - Special Ed Teacher,K138,2019
12184,2,1.0,"$ 103,362",Classroom Teacher,WHOLE CLASS,K138,2019
12185,2,3.0,"$ 304,278",Classroom Teacher,Sub-Total,K138,2019
12186,3,1.0,"$ 98,513",Classroom Teacher,ICT - General Ed Teacher,K138,2019
12187,3,1.0,"$ 98,513",Classroom Teacher,ICT - Special Ed Teacher,K138,2019
12188,3,1.0,"$ 103,011",Classroom Teacher,WHOLE CLASS,K138,2019
12189,3,3.0,"$ 300,037",Classroom Teacher,Sub-Total,K138,2019
12190,"3, 4, 5",1.0,"$ 98,513",Classroom Teacher,SELF-CONTAINED SP ED,K138,2019
12191,4,1.0,"$ 98,513",Classroom Teacher,ICT - General Ed Teacher,K138,2019
12192,4,1.0,"$ 98,513",Classroom Teacher,ICT - Special Ed Teacher,K138,2019
12193,4,1.0,"$ 98,513",Classroom Teacher,WHOLE CLASS,K138,2019
12194,4,3.0,"$ 295,539",Classroom Teacher,Sub-Total,K138,2019
12195,5,1.0,"$ 107,182",Classroom Teacher,ICT - General Ed Teacher,K138,2019
12196,5,1.0,"$ 102,064",Classroom Teacher,ICT - Special Ed Teacher,K138,2019
12197,5,1.0,"$ 98,513",Classroom Teacher,WHOLE CLASS,K138,2019
12198,5,3.0,"$ 307,759",Classroom Teacher,Sub-Total,K138,2019
12199,6,1.0,"$ 82,751",Classroom Teacher,ICT - Special Ed Teacher,K138,2019
12200,6,1.0,"$ 115,728",Classroom Teacher,WHOLE CLASS,K138,2019
12201,6,2.0,"$ 198,479",Classroom Teacher,Sub-Total,K138,2019
12202,ENGLISH LANGUAGE ARTS,1.0,"$ 139,327",Homeroom Teacher,ICT - General Ed Teacher,K138,2019
12203,ENGLISH LANGUAGE ARTS,2.0,"$ 183,559",Homeroom Teacher,WHOLE CLASS,K138,2019
12204,ENGLISH LANGUAGE ARTS,3.0,"$ 322,886",Homeroom Teacher,Sub-Total,K138,2019
12205,ENRICHMENT,1.0,"$ 98,513",Homeroom Teacher,ICT - General Ed Teacher,K138,2019
12206,MATH,3.0,"$ 336,353",Homeroom Teacher,WHOLE CLASS,K138,2019
12207,SPECIAL EDUCATION (OR ALL SUBJECTS),1.0,"$ 98,513",Homeroom Teacher,ICT - General Ed Teacher,K138,2019
12208,SPECIAL EDUCATION (OR ALL SUBJECTS),3.0,"$ 337,602",Homeroom Teacher,ICT - Special Ed Teacher,K138,2019
12209,SPECIAL EDUCATION (OR ALL SUBJECTS),4.0,"$ 436,115",Homeroom Teacher,Sub-Total,K138,2019
12210,SCIENCE - GENERAL SCIENCE,1.0,"$ 126,299",Elementary Cluster/Quota,REDUCED CLASS SIZE,K138,2019
12211,ARTS,1.0,"$ 101,239",Cluster/Quota Teacher,PULL-OUT -all students,K138,2019
12212,ESL,1.0,"$ 133,372",Cluster/Quota Teacher,PUSH IN/PULL OUT,K138,2019
12213,FL - FRENCH,1.0,"$ 98,513",Cluster/Quota Teacher,WHOLE CLASS,K138,2019
12214,MATH,1.0,"$ 119,267",Cluster/Quota Teacher,WHOLE CLASS,K138,2019
12215,PHYSICAL EDUCATION,1.0,"$ 106,057",Cluster/Quota Teacher,SUBJECT SPECIFIC,K138,2019
12216,SCIENCE - GENERAL SCIENCE,1.0,"$ 107,284",Cluster/Quota Teacher,SUPPLEMENTARY,K138,2019
12217,SCIENCE - GENERAL SCIENCE,1.0,"$ 78,150",Cluster/Quota Teacher,WHOLE CLASS,K138,2019
12218,SCIENCE - GENERAL SCIENCE,2.0,"$ 185,434",Cluster/Quota Teacher,Sub-Total,K138,2019
12219,INTERVENTION / PREVENTION,1.0,"$ 98,513",Special Needs - Support Services,PULL-OUT - Special Ed,K138,2019
12220,OCCUPATIONAL THERAPY,1.0,"$ 75,145",Special Needs - Support Services,PULL-OUT - Special Ed,K138,2019
12221,PHYSICAL THERAPY,1.0,"$ 75,864",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2019
12222,SETSS,1.0,"$ 98,513",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2019
12223,SPEECH,1.0,"$ 93,637",Special Needs - Support Services,PULL-OUT -all students,K138,2019
12224,SPEECH,1.0,"$ 93,637",Special Needs - Support Services,PUSH IN/PULL OUT,K138,2019
12225,SPEECH,2.0,"$ 187,274",Special Needs - Support Services,Sub-Total,K138,2019
12226,GUIDANCE COUNSELOR,1.0,"$ 102,403",Guidance/Social Workers,,K138,2019
12227,TEACHER - ATTENDANCE,1.0,"$ 138,934",Guidance/Social Workers,,K138,2019
12228,CLERICAL ASSOCIATE - (Annual),1.0,"$ 43,837",SBST,,K138,2019
12229,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 140,158",SBST,,K138,2019
12230,SCHOOL SOCIAL WORKER,1.0,"$ 99,227",SBST,,K138,2019
12231,CLASSROOM - General Ed,1.0,"$ 58,637",Paraprofessionals,,K138,2019
12232,CLASSROOM - Special Ed,2.0,"$ 72,040",Paraprofessionals,,K138,2019
12233,IEP-ALTERNATE PLACEMENT,3.0,"$ 130,677",Paraprofessionals,,K138,2019
12234,IEP-CRISIS MANAGEMENT(CIT),12.0,"$ 481,414",Paraprofessionals,,K138,2019
12235,IEP-HEALTH,1.0,"$ 36,020",Paraprofessionals,,K138,2019
12236,IEP-TOILETING,1.0,"$ 36,020",Paraprofessionals,,K138,2019
12237,PRE-K,1.0,"$ 58,637",Paraprofessionals,,K138,2019
12238,School Aides and Other Support Staff,1.0,"$ 87,634",School Aides and Other Support Staff,,K138,2019
12239,ATTENDANCE,0.0,"$ 7,300",Family Workers,,K138,2019
12240,OUTREACH,0.0,"$ 28,401",Family Workers,,K138,2019
12241,PARENT INVOLVEMENT,0.0,"$ 56,017",Family Workers,,K138,2019
12242,504,,"$ 36,020",Per Diem,,K138,2019
12243,ABSENCE COVERAGE,,"$ 61,088",Per Diem,,K138,2019
12244,IEP-CRISIS MANAGEMENT(CIT),,"$ 20,501",Per Diem,,K138,2019
12245,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 127,618",Per Session,,K138,2019
12246,OT - Occupational Therapy,,"$ 3,390",Per Session,,K138,2019
12247,PARENT INVOLVEMENT,,"$ 2,734",Per Session,,K138,2019
12248,PUPIL PERSONNEL SERVICES,,"$ 6,701",Per Session,,K138,2019
12249,SPECIAL ED INSTRUCTIONAL PGMS,,"$ 20,047",Per Session,,K138,2019
12250,SUMMER STUDENT PROGRAMS,,"$ 63,825",Per Session,,K138,2019
12251,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 5,513",OTPS,,K138,2019
12252,EDUCATIONAL CONSULTANTS,,"$ 10,900",OTPS,,K138,2019
12253,EDUCATIONAL SOFTWARE,,"$ 5,508",OTPS,,K138,2019
12254,EQUIPMENT - GENERAL,,"$ 5,729",OTPS,,K138,2019
12255,LIBRARY BOOKS,,"$ 3,364",OTPS,,K138,2019
12256,NON-CONTRACTUAL SERVICES,,"$ 13,388",OTPS,,K138,2019
12257,SUPPLIES - GENERAL,,"$ 38,286",OTPS,,K138,2019
12258,TEXTBOOKS,,"$ 19,562",OTPS,,K138,2019
12259,Summer Non-Professional (016),,"$ 62,571",Setasides,,K138,2019
12260,Not Available,,"$ 23,449",Sixth period coverage,,K138,2019
12261,People Working Partial Year,,"$ 34,871",People Working Partial Year,,K138,2019
