,location_code,fiscal_year,allocation_category,amount
23,M092,2019,TL Strong Schools Strong Communities,"$ 16,000"
24,M092,2019,TL Summer in the City Shared,"$ 4,393"
25,M092,2019,TL Translation Services,$ 976
26,M092,2019,TL Vision for School Improvement,"$ 19,097"
0,M092,2018,AIDP,"$ 25,154"
1,M092,2018,AIDP STH School and Site Based Shared,"$ 50,414"
2,M092,2018,Contract for Excellence FY 09,"$ 70,150"
3,M092,2018,IDEA RS IEP Para,"$ 66,182"
4,M092,2018,IDEA SBST Shared,"$ 71,638"
5,M092,2018,MBK FCEP D5 State Misc 76,"$ 1,785"
6,M092,2018,Pre-K,"$ 100,394"
7,M092,2018,School Support Supplement,"$ 159,461"
8,M092,2018,Sequester Aid IDEA RS IEP Paras,"$ 7,071"
9,M092,2018,Sequester/2010 Census Title I SWP,"$ 8,582"
10,M092,2018,Sequester/2010 Census Title IIA,"$ 15,314"
11,M092,2018,Title I SWP,"$ 199,934"
12,M092,2018,Title I SWP Parent Involvement,"$ 2,020"
13,M092,2018,Title I SWP Translation Services,"$ 1,763"
14,M092,2018,Title IIA Supplemental,"$ 56,346"
15,M092,2018,TL 09 C4E CTT,"$ 142,163"
16,M092,2018,TL Arts Studio,"$ 1,165"
17,M092,2018,TL CB School Staff,"$ 17,648"
18,M092,2018,TL Computer Maintenance,"$ 5,965"
19,M092,2018,TL Core Curriculum Support,$ 572
20,M092,2018,TL Deferred Program Planning Initiative,"$ 27,000"
0,M092,2018,TL E&E Universal Literacy,"$ 13,657"
1,M092,2018,TL Fair Student Funding,"$ 1,995,286"
2,M092,2018,TL FSF School to School Transfers Shared,"$ 25,753"
3,M092,2018,TL Funds Over Formula,"$ 507,114"
4,M092,2018,TL MOSL,"$ 1,500"
5,M092,2018,TL NYSTL Library Books,"$ 1,599"
6,M092,2018,TL NYSTL Textbooks,"$ 8,764"
7,M092,2018,TL Parent Coordinator,"$ 35,592"
8,M092,2018,TL Parent Coordinator OTPS,$ 500
9,M092,2018,TL RS IEP Para,"$ 262,684"
10,M092,2018,TL RS IEP Teacher,"$ 83,657"
11,M092,2018,TL RS Mandated Counseling Shared,"$ 65,983"
12,M092,2018,TL RS Mandated Speech Shared,"$ 90,166"
13,M092,2018,TL RS Occupational Therapist PS Shared,"$ 119,728"
14,M092,2018,TL RS Speech Sixth Period Coverage,"$ 2,206"
15,M092,2018,TL SBST Shared,"$ 75,653"
16,M092,2018,TL Strong Schools Strong Communities,"$ 16,000"
17,M092,2018,TL Summer in the City Shared,"$ 4,500"
18,M092,2018,TL Translation Services,"$ 1,036"
19,M092,2018,TL Vision for School Improvement,"$ 19,097"
20,M092,2018,Universal PreK Quality Full-Day,"$ 102,888"
0,M046,2022,21st Century 62,"$ 51,452"
1,M046,2022,3K for All,"$ 237,771"
2,M046,2022,4K for All,"$ 475,542"
3,M046,2022,ARPA Academic Recovery,"$ 198,037"
4,M046,2022,ARPA Academic Recovery AP Summer Rising,"$ 35,980"
5,M046,2022,ARPA Academic Recovery Arts,"$ 49,509"
6,M046,2022,ARPA Academic Recovery Arts Summer Rising,"$ 25,000"
7,M046,2022,ARPA Academic Recovery Para Summer Rising,"$ 4,536"
8,M046,2022,ARPA Academic Recovery SE After-School Instruction,"$ 71,366"
9,M046,2022,ARPA Academic Recovery SE Counseling,"$ 8,287"
10,M046,2022,ARPA Academic Recovery SE Intervention Training,"$ 4,987"
11,M046,2022,ARPA Academic Recovery SE Planning Prep,"$ 7,387"
12,M046,2022,ARPA Academic Recovery SE RS Related Services,"$ 24,534"
13,M046,2022,ARPA Academic Recovery SE Support Summer Rising,"$ 21,945"
14,M046,2022,ARPA Academic Recovery Summer Rising,"$ 51,730"
15,M046,2022,ARPA Election Day Remote Planning,"$ 4,791"
16,M046,2022,ARPA LA Initial Register Relief,"$ 56,740"
17,M046,2022,ARPA LA MYA Register Relief,"$ 106,642"
18,M046,2022,ARPA School COVID Planning Expansion,"$ 15,750"
19,M046,2022,ARPA Vaccine Policy Coverage,"$ 12,891"
20,M046,2022,Contract for Excellence FY 09,"$ 453,580"
0,M046,2022,CRRSA Computer Maintenance,"$ 2,050"
1,M046,2022,CRRSA CRSE Arts Studio,$ 321
2,M046,2022,CRRSA Restoration Arts Studio,$ 814
3,M046,2022,CRRSA SHSAT,$ 176
4,M046,2022,CRRSA Situation Room,"$ 6,492"
5,M046,2022,High Need Support for Title I,"$ 13,327"
6,M046,2022,High Need Support for Title I STH,"$ 2,161"
7,M046,2022,IDEA RS IEP Para,"$ 105,176"
8,M046,2022,IDEA SBST Shared,"$ 154,225"
9,M046,2022,Rollover Smart Schools Bond Act,"$ 26,427"
10,M046,2022,School Support Supplement,"$ 454,272"
11,M046,2022,Title I 1003a TSI/CSI OTPS,"$ 7,529"
12,M046,2022,Title I 1003a TSI/CSI PS,"$ 30,116"
13,M046,2022,Title I SWP,"$ 321,923"
14,M046,2022,Title I SWP Carry Over,"$ 42,144"
15,M046,2022,Title I SWP Carry Over Parent and Family Engage,"$ 1,598"
16,M046,2022,Title I SWP Parent and Family Engagement,"$ 3,219"
17,M046,2022,Title I SWP STH,"$ 52,204"
18,M046,2022,Title I SWP Translation Services,"$ 2,078"
19,M046,2022,Title IIA Supplemental,"$ 87,175"
20,M046,2022,Title III LEP,"$ 12,000"
21,M046,2022,Title IV Fall Reopening Planning Grant,"$ 6,896"
22,M046,2022,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179"
23,M046,2022,Title IV Well Rounded ELA Math Support,"$ 9,921"
24,M046,2022,TL CB School Staff,"$ 221,391"
25,M046,2022,TL CC Target Class Size Reduction Pilot,"$ 194,416"
26,M046,2022,TL Computer Maintenance,"$ 9,962"
27,M046,2022,TL CRRSA COVID MYA Register Relief,"$ 30,078"
0,M046,2022,TL CRRSA FSF Floor Raise,"$ 140,143"
1,M046,2022,TL CRRSA Surplus Rollover,"$ 31,104"
2,M046,2022,TL ELA/Math Student Support,"$ 28,722"
3,M046,2022,TL Fair Student Funding,"$ 3,689,010"
4,M046,2022,TL FSF Floor Raise,"$ 237,419"
5,M046,2022,TL FSF School to School Transfers Shared HS,"$ 3,094"
6,M046,2022,TL MOSL,"$ 1,500"
7,M046,2022,TL NCSI After-School Tutoring,"$ 3,671"
8,M046,2022,TL NYSTL Library Books,"$ 2,704"
9,M046,2022,TL Parent Coordinator,"$ 48,076"
10,M046,2022,TL Parent Coordinator OTPS,$ 500
11,M046,2022,TL Robin Hood Libraries,"$ 154,289"
12,M046,2022,TL RS IEP Para,"$ 397,654"
13,M046,2022,TL RS IEP Teacher,"$ 97,208"
14,M046,2022,TL RS Mandated Counseling Shared,"$ 149,308"
15,M046,2022,TL RS Mandated Speech Shared,"$ 281,293"
16,M046,2022,TL RS Occupational Therapist PS Shared,"$ 81,110"
17,M046,2022,TL RS Speech Sixth Period Coverage,"$ 22,611"
18,M046,2022,TL SBST Shared,"$ 135,089"
19,M046,2022,TL School to School Summer Rising Transfers Shared,"$ 1,003"
20,M046,2022,TL Section 504,"$ 41,003"
21,M046,2022,TL Situation Room,"$ 2,824"
22,M046,2022,TL Specialized Admissions,"$ 1,058"
23,M046,2022,TL Summer Rising Shared,"$ 18,504"
24,M046,2022,TL Summer Rising Support Shared,"$ 60,962"
25,M046,2022,TL Translation Services,"$ 1,456"
0,M046,2021,21st Century 63,"$ 51,190"
1,M046,2021,3K for All,"$ 223,011"
2,M046,2021,4K for All,"$ 446,022"
3,M046,2021,Contract for Excellence FY 09,"$ 453,580"
4,M046,2021,Funds Pub Schl 12 - Clinical Teacher Prep,"$ 2,812"
5,M046,2021,High Need Support for Title I,"$ 17,564"
6,M046,2021,IDEA RS IEP Para,"$ 28,138"
7,M046,2021,IDEA SBST Shared,"$ 147,128"
8,M046,2021,Rollover Title I 1003a TSI/CSI OTPS,"$ 4,605"
9,M046,2021,Rollover Title I 1003a TSI/CSI PS,"$ 25,019"
10,M046,2021,School Support Supplement,"$ 444,563"
11,M046,2021,Title I 1003a TSI/CSI OTPS,"$ 15,929"
12,M046,2021,Title I 1003a TSI/CSI PS,"$ 63,715"
13,M046,2021,Title I STH,"$ 8,500"
14,M046,2021,Title I STH Carry Over,"$ 8,500"
15,M046,2021,Title I SWP,"$ 446,938"
16,M046,2021,Title I SWP Carry Over,"$ 51,583"
17,M046,2021,Title I SWP Parent and Family Engagement,"$ 4,953"
18,M046,2021,Title I SWP Summer in the City,"$ 3,046"
19,M046,2021,Title I SWP Translation Services,"$ 2,446"
20,M046,2021,Title IIA Supplemental,"$ 103,679"
0,M046,2021,Title III LEP,"$ 12,366"
1,M046,2021,Title IV Summer Rising Reopening Planning,"$ 2,897"
2,M046,2021,Title IV Well Rounded ELA Math Support,"$ 11,054"
3,M046,2021,TL CB School Staff,"$ 122,102"
4,M046,2021,TL Computer Maintenance,"$ 9,522"
5,M046,2021,TL Covid MY Register Loss Restoration,"$ 56,738"
6,M046,2021,TL CRRSA COVID MYA Register Loss Restoration,"$ 170,212"
7,M046,2021,TL CRRSA COVID Teacher Support,"$ 15,353"
8,M046,2021,TL ELA/Math Student Support,"$ 30,947"
9,M046,2021,TL Fair Student Funding,"$ 3,789,620"
10,M046,2021,TL Implicit Bias Awareness,"$ 2,535"
11,M046,2021,TL Instructional Leadership Framework,"$ 24,568"
12,M046,2021,TL NYSTL Hardware,"$ 5,540"
13,M046,2021,TL NYSTL Library Books,"$ 3,186"
14,M046,2021,TL NYSTL Software,"$ 5,109"
15,M046,2021,TL NYSTL Textbooks,"$ 29,595"
16,M046,2021,TL Parent Coordinator,"$ 48,076"
17,M046,2021,TL Parent Coordinator OTPS,$ 500
18,M046,2021,TL Periodic Assessment,"$ 1,700"
19,M046,2021,TL Physical Education Initiative - Cohort 2,"$ 29,889"
20,M046,2021,TL Robin Hood Libraries,"$ 145,390"
21,M046,2021,TL RS IEP Para,"$ 467,016"
22,M046,2021,TL RS IEP Teacher,"$ 90,574"
23,M046,2021,TL RS Mandated Counseling Shared,"$ 157,312"
24,M046,2021,TL RS Mandated Speech Shared,"$ 297,327"
25,M046,2021,TL RS Occupational Therapist PS Shared,"$ 78,516"
26,M046,2021,TL RS Speech Sixth Period Coverage,"$ 16,721"
27,M046,2021,TL SBST Shared,"$ 129,888"
0,M046,2021,TL School COVID Planning Supplement,"$ 6,091"
1,M046,2021,TL Section 504,"$ 39,295"
2,M046,2021,TL Specialized Admissions,$ 685
3,M046,2021,TL Summer in the City Shared,"$ 8,282"
4,M046,2021,TL Translation Services,"$ 1,714"
0,M046,2020,21st Century 63,"$ 49,915"
1,M046,2020,3K for All,"$ 277,356"
2,M046,2020,4K for All,"$ 431,321"
3,M046,2020,Contract for Excellence FY 09,"$ 453,580"
4,M046,2020,FY20 Grant in Aid Assembly (08670),"$ 37,500"
5,M046,2020,High Need Support for Title I,"$ 18,801"
6,M046,2020,IDEA RS IEP Para,"$ 122,278"
7,M046,2020,School Support Supplement,"$ 430,455"
8,M046,2020,Title I 1003 TSI/CSI Planning OTPS,"$ 13,914"
9,M046,2020,Title I 1003 TSI/CSI Planning PS,"$ 9,007"
10,M046,2020,Title I 1003a Summer,"$ 12,600"
11,M046,2020,Title I 1003a TSI/CSI OTPS,"$ 6,571"
12,M046,2020,Title I 1003a TSI/CSI PS,"$ 8,508"
13,M046,2020,Title I SWP,"$ 458,799"
14,M046,2020,Title I SWP Parent and Family Engagement,"$ 4,634"
15,M046,2020,Title I SWP Translation Services,"$ 2,606"
16,M046,2020,Title IIA Supplemental,"$ 112,678"
17,M046,2020,Title III Immigrant,"$ 7,553"
18,M046,2020,Title III LEP,"$ 12,366"
19,M046,2020,Title IV Well Rounded,"$ 92,011"
20,M046,2020,TL Arts Studio,"$ 1,730"
0,M046,2020,TL CB School Staff,"$ 77,963"
1,M046,2020,TL Computer Maintenance,"$ 9,522"
2,M046,2020,TL Continuous Improvement,"$ 16,000"
3,M046,2020,TL E&E Algebra for All,$ 565
4,M046,2020,TL E&E MS College Access OTPS,"$ 12,840"
5,M046,2020,TL E&E MS College Access PS,"$ 4,639"
6,M046,2020,TL ELA/Math Student Support,"$ 30,711"
7,M046,2020,TL Fair Student Funding,"$ 4,123,461"
8,M046,2020,TL Instructional Leadership Framework,"$ 24,888"
9,M046,2020,TL MOSL,"$ 1,700"
10,M046,2020,TL NYSTL Hardware,"$ 5,797"
11,M046,2020,TL NYSTL Library Books,"$ 3,555"
12,M046,2020,TL NYSTL Software,"$ 5,734"
13,M046,2020,TL NYSTL Textbooks,"$ 21,456"
14,M046,2020,TL Parent Coordinator,"$ 43,593"
15,M046,2020,TL Parent Coordinator OTPS,$ 500
16,M046,2020,TL Physical Education Initiative - Cohort 2,"$ 57,144"
17,M046,2020,TL Prior Year Encumbrance,"$ 4,917"
18,M046,2020,TL Robin Hood Libraries,"$ 141,043"
19,M046,2020,TL RS IEP Para,"$ 73,560"
20,M046,2020,TL RS IEP Teacher,"$ 86,582"
21,M046,2020,TL RS Mandated Counseling Shared,"$ 194,777"
22,M046,2020,TL RS Mandated Speech Shared,"$ 290,079"
23,M046,2020,TL RS Occupational Therapist PS Shared,"$ 154,362"
24,M046,2020,TL RS Speech Sixth Period Coverage,"$ 24,097"
25,M046,2020,TL SBST Shared,"$ 224,358"
26,M046,2020,TL Section 504,"$ 38,197"
27,M046,2020,TL Summer in the City Shared,"$ 9,549"
0,M046,2020,TL Translation Services,"$ 1,531"
0,M046,2019,21st Century 63,"$ 47,886"
1,M046,2019,3K for All,"$ 220,562"
2,M046,2019,4K for All,"$ 407,123"
3,M046,2019,Contract for Excellence FY 09,"$ 405,343"
4,M046,2019,Funds Pub Schl 78,"$ 1,010"
5,M046,2019,IDEA RS IEP Para,"$ 86,339"
6,M046,2019,IDEA SBST Shared,"$ 132,211"
7,M046,2019,School Support Supplement,"$ 389,858"
8,M046,2019,Sequester/2010 Census Title I SWP,"$ 19,920"
9,M046,2019,Sequester/2010 Census Title IIA,"$ 29,576"
10,M046,2019,Title I 1003a Summer,"$ 16,979"
11,M046,2019,Title I Priority/Focus SWP,"$ 154,253"
12,M046,2019,Title I Priority/Focus SWP Parent Education,"$ 46,558"
13,M046,2019,Title I SWP,"$ 463,981"
14,M046,2019,Title I SWP Parent and Family Engagement,"$ 4,687"
15,M046,2019,Title I SWP Translation Services,"$ 2,596"
16,M046,2019,Title IIA Supplemental,"$ 96,507"
17,M046,2019,Title III LEP,"$ 12,366"
18,M046,2019,TL Arts Studio,"$ 2,550"
19,M046,2019,TL CB Per Session Per Diem Prep,$ 645
20,M046,2019,TL CB School Staff,"$ 106,012"
0,M046,2019,TL CB School Staff PK,"$ 5,471"
1,M046,2019,TL CB School Staff Related Services,"$ 3,583"
2,M046,2019,TL Computer Maintenance,"$ 6,972"
3,M046,2019,TL Core Curriculum Support,$ 715
4,M046,2019,TL E&E MS College Access OTPS,"$ 11,501"
5,M046,2019,TL E&E MS College Access PS,"$ 4,603"
6,M046,2019,TL ELA/Math Student Support,"$ 31,945"
7,M046,2019,TL Fair Student Funding,"$ 4,222,431"
8,M046,2019,TL FSF Floor Raise,"$ 108,459"
9,M046,2019,TL GE CB School Staff,"$ 40,272"
10,M046,2019,TL MOSL,"$ 1,700"
11,M046,2019,TL NYSTL Hardware,"$ 6,642"
12,M046,2019,TL NYSTL Library Books,"$ 3,900"
13,M046,2019,TL NYSTL Software,"$ 6,385"
14,M046,2019,TL NYSTL Textbooks,"$ 23,845"
15,M046,2019,TL Parent Coordinator,"$ 40,929"
16,M046,2019,TL Parent Coordinator OTPS,$ 500
17,M046,2019,TL Physical Education Initiative - Cohort 2,"$ 81,344"
18,M046,2019,TL Physical Education Initiative Support,$ 740
19,M046,2019,TL Robin Hood Libraries,"$ 133,683"
20,M046,2019,TL RS IEP Para,"$ 41,423"
21,M046,2019,TL RS IEP Teacher,"$ 81,344"
22,M046,2019,TL RS Mandated Counseling Shared,"$ 134,969"
23,M046,2019,TL RS Mandated Speech Shared,"$ 305,257"
24,M046,2019,TL RS Occupational Therapist PS Shared,"$ 75,145"
25,M046,2019,TL RS Speech Sixth Period Coverage,"$ 18,070"
26,M046,2019,TL Sabbaticals,"$ 30,603"
27,M046,2019,TL SBST Shared,"$ 209,690"
0,M046,2019,TL SE CB School Staff,"$ 28,985"
1,M046,2019,TL Strong Schools Strong Communities,"$ 16,000"
2,M046,2019,TL Summer in the City Shared,"$ 7,571"
3,M046,2019,TL Translation Services,"$ 1,525"
4,M046,2019,TL Vision for School Improvement,"$ 24,888"
0,M046,2018,21st Century 63,"$ 52,112"
1,M046,2018,Contract for Excellence FY 09,"$ 405,343"
2,M046,2018,IDEA SBST Shared,"$ 71,638"
3,M046,2018,MBK FCEP D5 State Misc 76,"$ 1,785"
4,M046,2018,Pre-K,"$ 188,624"
5,M046,2018,School Support Supplement,"$ 379,384"
6,M046,2018,Sequester/2010 Census Title I SWP,"$ 20,263"
7,M046,2018,Sequester/2010 Census Title IIA,"$ 36,405"
8,M046,2018,Title I 1003a Summer,"$ 16,979"
9,M046,2018,Title I Priority/Focus SWP,"$ 137,438"
10,M046,2018,Title I Priority/Focus SWP Parent Education,"$ 38,302"
11,M046,2018,Title I SWP,"$ 472,069"
12,M046,2018,Title I SWP Parent Involvement,"$ 4,768"
13,M046,2018,Title I SWP Summer in the City,"$ 15,302"
14,M046,2018,Title I SWP Translation Services,"$ 2,518"
15,M046,2018,Title IIA Supplemental,"$ 133,332"
16,M046,2018,Title III Immigrant,"$ 2,995"
17,M046,2018,Title III LEP,"$ 12,366"
18,M046,2018,TL Arts Studio,"$ 3,495"
19,M046,2018,TL CB School Staff,"$ 57,792"
20,M046,2018,TL Computer Maintenance,"$ 7,335"
0,M046,2018,TL Core Curriculum Support,"$ 1,716"
1,M046,2018,TL E&E Algebra for All,"$ 15,000"
2,M046,2018,TL E&E MS College Access,"$ 15,712"
3,M046,2018,TL E&E Universal Literacy,"$ 23,267"
4,M046,2018,TL ELA/Math Student Support,"$ 41,368"
5,M046,2018,TL Fair Student Funding,"$ 4,209,429"
6,M046,2018,TL MOSL,"$ 1,700"
7,M046,2018,TL NYSTL Library Books,"$ 3,998"
8,M046,2018,TL Parent Coordinator,"$ 40,929"
9,M046,2018,TL Parent Coordinator OTPS,$ 500
10,M046,2018,TL Robin Hood Libraries,"$ 130,619"
11,M046,2018,TL RS IEP Para,"$ 41,342"
12,M046,2018,TL RS IEP Teacher,"$ 80,043"
13,M046,2018,TL RS Mandated Counseling Shared,"$ 129,566"
14,M046,2018,TL RS Mandated Speech Shared,"$ 213,198"
15,M046,2018,TL RS Speech Sixth Period Coverage,"$ 14,684"
16,M046,2018,TL Sabbaticals,"$ 35,915"
17,M046,2018,TL SBST Shared,"$ 273,303"
18,M046,2018,TL School Incentive 2019,"$ 40,022"
19,M046,2018,TL Section 504,"$ 34,700"
20,M046,2018,TL Strong Schools Strong Communities,"$ 16,000"
21,M046,2018,TL Summer in the City Shared,"$ 3,271"
22,M046,2018,TL Summer in the City Support Shared,"$ 1,389"
23,M046,2018,TL Translation Services,"$ 1,479"
24,M046,2018,TL Vision for School Improvement,"$ 24,888"
25,M046,2018,Universal PreK Quality Full-Day,"$ 205,776"
0,M036,2022,3K for All,"$ 613,031"
1,M036,2022,4K for All,"$ 765,520"
2,M036,2022,AIDP,"$ 12,721"
3,M036,2022,AIDP STH School and Site Based Shared,"$ 70,275"
4,M036,2022,ARPA Academic Recovery,"$ 128,491"
5,M036,2022,ARPA Academic Recovery AP Summer Rising,"$ 35,980"
6,M036,2022,ARPA Academic Recovery Arts,"$ 32,123"
7,M036,2022,ARPA Academic Recovery CBO Support Summer Rising,"$ 55,660"
8,M036,2022,ARPA Academic Recovery NYSITELL Testing Admin,"$ 6,404"
9,M036,2022,ARPA Academic Recovery Para Summer Rising,"$ 11,084"
10,M036,2022,ARPA Academic Recovery SE After-School Instruction,"$ 39,866"
11,M036,2022,ARPA Academic Recovery SE Counseling,"$ 2,021"
12,M036,2022,ARPA Academic Recovery SE Intervention Training,"$ 2,624"
13,M036,2022,ARPA Academic Recovery SE Planning Prep,"$ 4,126"
14,M036,2022,ARPA Academic Recovery SE RS Related Services,"$ 22,272"
15,M036,2022,ARPA Academic Recovery SE Support Summer Rising,"$ 10,816"
16,M036,2022,ARPA Academic Recovery Summer Rising,"$ 35,396"
17,M036,2022,ARPA COVID Staffing Support,"$ 91,092"
18,M036,2022,ARPA Election Day Remote Planning,"$ 1,597"
19,M036,2022,ARPA LA MYA Register Relief,"$ 135,479"
20,M036,2022,ARPA School COVID Planning Expansion,"$ 12,885"
0,M036,2022,ARPA Vaccine Policy Coverage,"$ 4,429"
1,M036,2022,Contract for Excellence FY 09,"$ 149,011"
2,M036,2022,CRRSA 3K for All Expansion,"$ 152,488"
3,M036,2022,CRRSA Computer Maintenance,"$ 1,370"
4,M036,2022,CRRSA CRSE Arts Studio,$ 321
5,M036,2022,CRRSA Restoration Arts Studio,$ 814
6,M036,2022,CRRSA Situation Room,"$ 3,416"
7,M036,2022,High Need Support for Title I,"$ 8,088"
8,M036,2022,High Need Support for Title I STH,"$ 1,703"
9,M036,2022,IC REV Physical Fitness CHAMPS SUPP UA 481/482,"$ 3,024"
10,M036,2022,IDEA RS IEP Para,"$ 102,307"
11,M036,2022,Rollover Smart Schools Bond Act,"$ 11,858"
12,M036,2022,School Support Supplement,"$ 493,759"
13,M036,2022,Title I SWP,"$ 195,369"
14,M036,2022,Title I SWP Carry Over,"$ 25,576"
15,M036,2022,Title I SWP Carry Over Parent and Family Engage,$ 970
16,M036,2022,Title I SWP Parent and Family Engagement,"$ 1,954"
17,M036,2022,Title I SWP STH,"$ 41,130"
18,M036,2022,Title I SWP Translation Services,"$ 1,740"
19,M036,2022,Title IIA Supplemental,"$ 95,657"
20,M036,2022,Title III LEP,"$ 12,000"
21,M036,2022,Title IV Fall Reopening Planning Grant,"$ 5,682"
22,M036,2022,Title IV Safe Healthy Counseling Summer Rising,"$ 10,454"
23,M036,2022,Title IV Well Rounded ELA Math Support,"$ 5,299"
24,M036,2022,TL 09 C4E ICT,"$ 71,081"
25,M036,2022,TL CB School Staff,"$ 167,317"
26,M036,2022,TL Champs,"$ 2,376"
27,M036,2022,TL Computer Maintenance,"$ 6,657"
0,M036,2022,TL CRRSA COVID MYA Register Relief,"$ 38,212"
1,M036,2022,TL CRRSA FSF Deficit Relief,"$ 62,014"
2,M036,2022,TL CRRSA FSF Floor Raise,"$ 79,309"
3,M036,2022,TL ELA/Math Student Support,"$ 15,341"
4,M036,2022,TL Fair Student Funding,"$ 1,955,673"
5,M036,2022,TL FSF Floor Raise,"$ 134,358"
6,M036,2022,TL Long Term Absence,"$ 17,137"
7,M036,2022,TL MOSL,"$ 1,500"
8,M036,2022,TL NYSTL Hardware,"$ 1,702"
9,M036,2022,TL NYSTL Library Books,"$ 1,690"
10,M036,2022,TL NYSTL Software,"$ 1,701"
11,M036,2022,TL Parent Coordinator,"$ 38,235"
12,M036,2022,TL Parent Coordinator OTPS,$ 500
13,M036,2022,TL RS IEP Para,"$ 604,536"
14,M036,2022,TL RS IEP Teacher,"$ 107,424"
15,M036,2022,TL RS Mandated Counseling Shared,"$ 41,094"
16,M036,2022,TL RS Mandated Speech Shared,"$ 206,166"
17,M036,2022,TL RS Occupational Therapist PS Shared,"$ 162,220"
18,M036,2022,TL RS Speech Sixth Period Coverage,"$ 5,038"
19,M036,2022,TL Sabbaticals,"$ 39,330"
20,M036,2022,TL SBST Shared,"$ 91,066"
21,M036,2022,TL School to School Summer Rising Transfers Shared,"$ 9,253"
22,M036,2022,TL Situation Room,$ 847
23,M036,2022,TL Summer Rising Shared,"$ 1,003"
24,M036,2022,TL Summer Rising Support Shared,"$ 24,308"
25,M036,2022,TL Temporary Shortfall Teachers,"$ 49,065"
26,M036,2022,TL Translation Services,"$ 1,219"
0,M036,2021,3K for All,"$ 743,249"
1,M036,2021,4K for All,"$ 743,249"
2,M036,2021,AIDP,"$ 12,721"
3,M036,2021,AIDP STH School and Site Based Shared,"$ 65,223"
4,M036,2021,Contract for Excellence FY 09,"$ 149,011"
5,M036,2021,Funds Pub Schl 16 - STAR-AR Program - Carmel Hill,"$ 22,250"
6,M036,2021,High Need Support for Title I,"$ 9,491"
7,M036,2021,IDEA RS IEP Para,"$ 126,620"
8,M036,2021,Private Grant 39,$ 629
9,M036,2021,School Support Supplement,"$ 485,609"
10,M036,2021,Title I STH,"$ 6,000"
11,M036,2021,Title I STH Carry Over,"$ 6,000"
12,M036,2021,Title I SWP,"$ 240,106"
13,M036,2021,Title I SWP Carry Over,"$ 26,467"
14,M036,2021,Title I SWP Parent and Family Engagement,"$ 4,064"
15,M036,2021,Title I SWP Summer in the City,"$ 4,122"
16,M036,2021,Title I SWP Translation Services,"$ 1,712"
17,M036,2021,Title IIA Supplemental,"$ 113,766"
18,M036,2021,Title III LEP,"$ 12,366"
19,M036,2021,Title III Summer in the City MLL Support,"$ 7,523"
20,M036,2021,Title IV Summer Rising Reopening Planning,"$ 2,368"
0,M036,2021,Title IV Well Rounded ELA Math Support,"$ 5,111"
1,M036,2021,TL 09 C4E ICT,"$ 71,081"
2,M036,2021,TL Arts Studio,$ 560
3,M036,2021,TL CB School Staff,"$ 53,473"
4,M036,2021,TL Champs,"$ 3,133"
5,M036,2021,TL City Council Member Items Vendors,$ 500
6,M036,2021,TL Computer Maintenance,"$ 10,350"
7,M036,2021,TL CRRSA COVID Teacher Support,"$ 93,413"
8,M036,2021,TL ELA/Math Student Support,"$ 14,310"
