,location_code,fiscal_year,budget_category,budget_assignment,num_positions,service_type,amount
1,M129,2018,Per Session,PROFESSIONAL DEVELOPMENT,,,$ 0
0,M129,2018,OTPS,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,,"$ 10,800"
1,M129,2018,OTPS,DATA PROCESSING REPAIR - CONTRACTUAL,,,"$ 4,391"
2,M129,2018,OTPS,EQUIPMENT - GENERAL,,,"$ 5,100"
3,M129,2018,OTPS,FURNITURE (OBJECT 300),,,"$ 17,000"
4,M129,2018,OTPS,LIBRARY BOOKS,,,"$ 2,552"
5,M129,2018,OTPS,NON-CONTRACTUAL SERVICES,,,"$ 10,743"
6,M129,2018,OTPS,OVERTIME ADMIN,,,"$ 2,000"
7,M129,2018,OTPS,SUPPLIES - GENERAL,,,"$ 213,198"
8,M129,2018,OTPS,TELEPHONE AND OTHER COMMUNICATIONS,,,"$ 2,693"
9,M129,2018,OTPS,TEXTBOOKS,,,"$ 2,064"
10,M129,2018,OTPS,TRANSPORTATION OF STAFF - NON-CONTRACT,,,"$ 29,500"
0,M129,2018,Sixth period coverage,Not Available,,,"$ 4,814"
0,M129,2018,People Working Partial Year,People Working Partial Year,,,"$ 182,879"
0,M125,2022,Leadership,HEAD OF SCHOOL,1.0,,"$ 84,471"
1,M125,2022,Leadership,AP - SUPERVISION,1.0,,"$ 121,384"
0,M125,2022,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 53,241"
0,M125,2022,Secretary,School Secretary,1.0,,"$ 76,956"
0,M125,2022,Classroom Teacher,Pre K,2.0,WHOLE CLASS,"$ 178,549"
1,M125,2022,Classroom Teacher,K,2.0,WHOLE CLASS,"$ 207,632"
2,M125,2022,Classroom Teacher,"K,1",1.0,SELF-CONTAINED SP ED,"$ 97,194"
3,M125,2022,Classroom Teacher,1,2.0,WHOLE CLASS,"$ 198,553"
4,M125,2022,Classroom Teacher,2,2.0,WHOLE CLASS,"$ 194,824"
5,M125,2022,Classroom Teacher,3,2.0,WHOLE CLASS,"$ 231,099"
6,M125,2022,Classroom Teacher,4,1.0,REDUCED CLASS SIZE,"$ 109,301"
7,M125,2022,Classroom Teacher,4,1.0,SELF-CONTAINED SP ED,"$ 97,137"
9,M125,2022,Classroom Teacher,45,1.0,ICT - Special Ed Teacher,"$ 107,165"
10,M125,2022,Classroom Teacher,5,1.0,WHOLE CLASS,"$ 97,137"
0,M125,2022,Elementary Cluster/Quota,COMPUTER,1.0,WHOLE CLASS,"$ 122,450"
1,M125,2022,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 106,766"
2,M125,2022,Elementary Cluster/Quota,READING/LITERACY,1.0,WHOLE CLASS,"$ 97,137"
0,M125,2022,Special Needs - Support Services,ESL,1.0,PUSH IN/PULL OUT,"$ 97,137"
1,M125,2022,Special Needs - Support Services,OCCUPATIONAL THERAPY,1.0,PUSH IN/PULL OUT,"$ 81,110"
2,M125,2022,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 97,137"
3,M125,2022,Special Needs - Support Services,SPEECH,2.0,PUSH IN/PULL OUT,"$ 119,154"
0,M125,2022,Guidance/Social Workers,Guidance Counselor,1.0,,"$ 106,106"
0,M125,2022,SBST,DC 37 Para More Than 20 Hrs,0.0,,"$ 12,722"
1,M125,2022,SBST,School Psychologist Mandated Services,1.0,,"$ 154,225"
2,M125,2022,SBST,School Social Worker,1.0,,"$ 154,225"
0,M125,2022,Paraprofessionals,CLASSROOM - General Ed,1.0,,"$ 66,593"
1,M125,2022,Paraprofessionals,CLASSROOM - Special Ed,1.0,,"$ 66,593"
2,M125,2022,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),5.0,,"$ 250,888"
3,M125,2022,Paraprofessionals,IEP-HEALTH,2.0,,"$ 97,792"
4,M125,2022,Paraprofessionals,IEP-TOILETING,2.0,,"$ 74,025"
0,M125,2022,School Aides and Other Support Staff,School Aides and Other Support Staff,0.0,,"$ 62,983"
0,M125,2022,Per Diem,ABSENCE COVERAGE,,,"$ 128,860"
1,M125,2022,Per Diem,IEP-CRISIS MANAGEMENT(CIT),,,"$ 62,932"
0,M125,2022,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 132,183"
1,M125,2022,Per Session,PARENT INVOLVEMENT,,,"$ 57,919"
2,M125,2022,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 23,534"
0,M125,2022,OTPS,Curriculum & Staff Development Contracts,,,"$ 66,275"
1,M125,2022,OTPS,Data Processing Repair - Contractual,,,"$ 1,588"
2,M125,2022,OTPS,Educational Consultants,,,"$ 110,315"
3,M125,2022,OTPS,Educational Software,,,"$ 22,568"
4,M125,2022,OTPS,Library Books,,,"$ 7,035"
5,M125,2022,OTPS,Non-Contractual Services,,,"$ 7,817"
6,M125,2022,OTPS,Supplies - General,,,"$ 76,400"
7,M125,2022,OTPS,Textbooks,,,"$ 8,771"
8,M125,2022,OTPS,Transportation of Staff - Non-Contract,,,$ 400
0,M125,2022,Sixth period coverage,Not Available,,,"$ 6,143"
0,M125,2022,People Working Partial Year,People Working Partial Year,,,"$ 300,394"
0,M125,2021,Leadership,HEAD OF SCHOOL,1.0,,"$ 161,920"
1,M125,2021,Leadership,AP - SUPERVISION,1.0,,"$ 33,197"
0,M125,2021,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 53,241"
0,M125,2021,Secretary,School Secretary,1.0,,"$ 70,931"
0,M125,2021,Classroom Teacher,Pre K,2.0,WHOLE CLASS,"$ 260,240"
1,M125,2021,Classroom Teacher,K,1.0,SELF-CONTAINED SP ED,"$ 91,925"
2,M125,2021,Classroom Teacher,K,3.0,WHOLE CLASS,"$ 288,295"
4,M125,2021,Classroom Teacher,1,2.0,WHOLE CLASS,"$ 187,860"
5,M125,2021,Classroom Teacher,2,2.0,WHOLE CLASS,"$ 222,010"
6,M125,2021,Classroom Teacher,3,2.0,WHOLE CLASS,"$ 195,316"
7,M125,2021,Classroom Teacher,"4, 5",1.0,REDUCED CLASS SIZE,"$ 103,326"
8,M125,2021,Classroom Teacher,"4, 5",1.0,SELF-CONTAINED SP ED,"$ 93,151"
9,M125,2021,Classroom Teacher,"4, 5",1.0,WHOLE CLASS,"$ 91,925"
11,M125,2021,Classroom Teacher,5,1.0,ICT - Special Ed Teacher,"$ 108,448"
0,M125,2021,Elementary Cluster/Quota,ARTS,1.0,WHOLE CLASS,"$ 99,564"
1,M125,2021,Elementary Cluster/Quota,COMPUTER,1.0,WHOLE CLASS,"$ 109,399"
2,M125,2021,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 99,564"
3,M125,2021,Elementary Cluster/Quota,READING/LITERACY,1.0,WHOLE CLASS,"$ 91,925"
0,M125,2021,Special Needs - Support Services,ESL,0.8,PUSH IN/PULL OUT,"$ 73,540"
1,M125,2021,Special Needs - Support Services,OCCUPATIONAL THERAPY,1.0,PUSH IN/PULL OUT,"$ 78,516"
2,M125,2021,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 91,925"
3,M125,2021,Special Needs - Support Services,SPEECH,1.0,PUSH IN/PULL OUT,"$ 99,109"
0,M125,2021,Guidance/Social Workers,Guidance Counselor,1.0,,"$ 102,549"
0,M125,2021,SBST,School Psychologist,1.0,,"$ 147,128"
0,M125,2021,Paraprofessionals,CLASSROOM - General Ed,4.0,,"$ 228,243"
1,M125,2021,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),13.0,,"$ 545,432"
2,M125,2021,Paraprofessionals,IEP-HEALTH,3.0,,"$ 190,997"
3,M125,2021,Paraprofessionals,IEP-TOILETING,2.0,,"$ 78,590"
0,M125,2021,School Aides and Other Support Staff,School Aides and Other Support Staff,0.0,,"$ 48,066"
0,M125,2021,Per Diem,ABSENCE COVERAGE,,,"$ 165,174"
0,M125,2021,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 39,423"
1,M125,2021,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 4,371"
0,M125,2021,OTPS,Curriculum & Staff Development Contracts,,,"$ 13,951"
1,M125,2021,OTPS,Data Processing Repair - Contractual,,,"$ 1,679"
2,M125,2021,OTPS,Educational Consultants,,,"$ 97,865"
3,M125,2021,OTPS,Educational Software,,,"$ 42,109"
4,M125,2021,OTPS,Equipment - General,,,"$ 1,736"
5,M125,2021,OTPS,Library Books,,,"$ 1,658"
6,M125,2021,OTPS,Non-Contractual Services,,,"$ 8,546"
7,M125,2021,OTPS,Supplies - General,,,"$ 37,578"
8,M125,2021,OTPS,Textbooks,,,"$ 15,590"
9,M125,2021,OTPS,Transportation of Staff - Non-Contract,,,"$ 2,000"
0,M125,2021,Sixth period coverage,Not Available,,,"$ 50,220"
0,M125,2021,People Working Partial Year,People Working Partial Year,,,"$ 132,856"
0,M125,2020,Leadership,HEAD OF SCHOOL,1.0,,"$ 153,055"
0,M125,2020,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 52,745"
0,M125,2020,Secretary,SCHOOL SECRETARY,1.0,,"$ 67,468"
0,M125,2020,Classroom Teacher,Pre K,2.0,WHOLE CLASS,"$ 256,108"
1,M125,2020,Classroom Teacher,K,1.0,SELF-CONTAINED SP ED,"$ 90,523"
2,M125,2020,Classroom Teacher,K,3.0,WHOLE CLASS,"$ 283,872"
4,M125,2020,Classroom Teacher,1,2.0,WHOLE CLASS,"$ 181,331"
5,M125,2020,Classroom Teacher,2,2.0,WHOLE CLASS,"$ 189,051"
6,M125,2020,Classroom Teacher,3,2.0,WHOLE CLASS,"$ 181,046"
7,M125,2020,Classroom Teacher,"4, 5",1.0,SELF-CONTAINED SP ED,"$ 91,728"
8,M125,2020,Classroom Teacher,45,1.0,REDUCED CLASS SIZE,"$ 101,726"
9,M125,2020,Classroom Teacher,45,1.0,WHOLE CLASS,"$ 90,523"
11,M125,2020,Classroom Teacher,5,1.0,ICT - Special Ed Teacher,"$ 108,675"
0,M125,2020,Elementary Cluster/Quota,ARTS,1.0,WHOLE CLASS,"$ 98,029"
1,M125,2020,Elementary Cluster/Quota,COMPUTER,1.0,WHOLE CLASS,"$ 107,693"
2,M125,2020,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 98,029"
3,M125,2020,Elementary Cluster/Quota,READING/LITERACY,1.0,WHOLE CLASS,"$ 81,235"
0,M125,2020,Special Needs - Support Services,ESL,0.8,PUSH IN/PULL OUT,"$ 72,418"
1,M125,2020,Special Needs - Support Services,OCCUPATIONAL THERAPY,1.0,PUSH IN/PULL OUT,"$ 14,055"
2,M125,2020,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 90,523"
3,M125,2020,Special Needs - Support Services,SPEECH,2.0,PUSH IN/PULL OUT,"$ 193,386"
0,M125,2020,Guidance/Social Workers,GUIDANCE COUNSELOR,1.0,,"$ 100,323"
0,M125,2020,SBST,DC 37 PARA (MORE THAN 20 HRS),0.0,,"$ 17,913"
1,M125,2020,SBST,SCHOOL PSYCHOLOGIST,1.0,,"$ 145,632"
0,M125,2020,Paraprofessionals,CLASSROOM - General Ed,4.0,,"$ 216,582"
1,M125,2020,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),15.0,,"$ 594,906"
2,M125,2020,Paraprofessionals,IEP-HEALTH,3.0,,"$ 114,591"
3,M125,2020,Paraprofessionals,IEP-TOILETING,2.0,,"$ 76,394"
0,M125,2020,School Aides and Other Support Staff,School Aides and Other Support Staff,0.0,,"$ 51,378"
0,M125,2020,Per Diem,ABSENCE COVERAGE,,,"$ 13,115"
1,M125,2020,Per Diem,IEP-CRISIS MANAGEMENT(CIT),,,"$ 45,590"
0,M125,2020,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 124,925"
0,M125,2020,OTPS,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,,"$ 22,701"
1,M125,2020,OTPS,DATA PROCESSING REPAIR - CONTRACTUAL,,,"$ 1,679"
2,M125,2020,OTPS,EDUCATIONAL CONSULTANTS,,,"$ 114,577"
3,M125,2020,OTPS,EDUCATIONAL SOFTWARE,,,"$ 16,823"
4,M125,2020,OTPS,EQUIPMENT - GENERAL,,,$ 447
5,M125,2020,OTPS,FORMS (OBJECT CODE 100),,,$ 635
6,M125,2020,OTPS,LIBRARY BOOKS,,,"$ 1,538"
7,M125,2020,OTPS,NON-CONTRACTUAL SERVICES,,,"$ 7,283"
8,M125,2020,OTPS,OFFICE TEMP SERVICES - CONTRACTUAL,,,"$ 3,186"
9,M125,2020,OTPS,SUPPLIES - GENERAL,,,"$ 23,254"
10,M125,2020,OTPS,TEXTBOOKS,,,"$ 9,336"
0,M125,2020,Sixth period coverage,Not Available,,,"$ 15,218"
0,M125,2020,People Working Partial Year,People Working Partial Year,,,"$ 87,572"
0,M125,2019,Leadership,HEAD OF SCHOOL,1.0,,"$ 150,970"
0,M125,2019,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 49,562"
0,M125,2019,Secretary,SCHOOL SECRETARY,1.0,,"$ 64,143"
0,M125,2019,Classroom Teacher,Pre K,1.0,ICT - General Ed Teacher,"$ 121,962"
1,M125,2019,Classroom Teacher,Pre K,1.0,WHOLE CLASS,"$ 121,962"
3,M125,2019,Classroom Teacher,K,3.0,WHOLE CLASS,"$ 270,416"
4,M125,2019,Classroom Teacher,1,3.0,WHOLE CLASS,"$ 276,736"
5,M125,2019,Classroom Teacher,"1, 2",1.0,SELF-CONTAINED SP ED,"$ 86,353"
6,M125,2019,Classroom Teacher,2,2.0,WHOLE CLASS,"$ 173,045"
7,M125,2019,Classroom Teacher,"3, 4",1.0,SELF-CONTAINED SP ED,"$ 86,274"
8,M125,2019,Classroom Teacher,4,1.0,REDUCED CLASS SIZE,"$ 99,011"
9,M125,2019,Classroom Teacher,45,1.0,SELF-CONTAINED SP ED,"$ 87,382"
0,M125,2019,Elementary Cluster/Quota,COMPUTER,1.0,WHOLE CLASS,"$ 117,946"
1,M125,2019,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 98,782"
2,M125,2019,Elementary Cluster/Quota,SCIENCE - GENERAL SCIENCE,1.0,WHOLE CLASS,"$ 91,958"
0,M125,2019,Special Needs - Support Services,ESL,0.8,PUSH IN/PULL OUT,"$ 68,988"
1,M125,2019,Special Needs - Support Services,OCCUPATIONAL THERAPY,1.0,PUSH IN/PULL OUT,"$ 75,145"
2,M125,2019,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 86,235"
3,M125,2019,Special Needs - Support Services,SPEECH,1.0,PUSH IN/PULL OUT,"$ 93,637"
0,M125,2019,Guidance/Social Workers,GUIDANCE COUNSELOR,1.0,,"$ 113,015"
0,M125,2019,SBST,DC 37 PARA (MORE THAN 20 HRS),0.0,,"$ 29,723"
1,M125,2019,SBST,SCHOOL PSYCHOLOGIST,1.0,,"$ 140,158"
2,M125,2019,SBST,SCHOOL SOCIAL WORKER,1.0,,"$ 118,738"
0,M125,2019,Paraprofessionals,CLASSROOM - General Ed,2.0,,"$ 99,882"
1,M125,2019,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),20.0,,"$ 600,535"
2,M125,2019,Paraprofessionals,IEP-HEALTH,1.0,,"$ 36,020"
3,M125,2019,Paraprofessionals,PRE-K,1.0,,"$ 58,637"
0,M125,2019,School Aides and Other Support Staff,School Aides and Other Support Staff,0.0,,"$ 47,836"
0,M125,2019,Professional/Curriculum Development,MATH COACH,1.0,,"$ 86,235"
0,M125,2019,Per Diem,ABSENCE COVERAGE,,,"$ 39,950"
1,M125,2019,Per Diem,IEP-CRISIS MANAGEMENT(CIT),,,"$ 81,529"
0,M125,2019,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 153,097"
1,M125,2019,Per Session,PROFESSIONAL DEVELOPMENT,,,$ 898
2,M125,2019,Per Session,PUPIL PERSONNEL SERVICES,,,$ 600
3,M125,2019,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 74,745"
0,M125,2019,OTPS,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,,"$ 14,200"
1,M125,2019,OTPS,DATA PROCESSING REPAIR - CONTRACTUAL,,,"$ 3,102"
2,M125,2019,OTPS,EDUCATIONAL CONSULTANTS,,,"$ 198,224"
3,M125,2019,OTPS,EDUCATIONAL SOFTWARE,,,"$ 18,865"
4,M125,2019,OTPS,EQUIPMENT - GENERAL,,,"$ 9,690"
5,M125,2019,OTPS,LIBRARY BOOKS,,,"$ 1,539"
6,M125,2019,OTPS,NON-CONTRACTUAL SERVICES,,,"$ 13,756"
7,M125,2019,OTPS,OFFICE TEMP SERVICES - CONTRACTUAL,,,$ 600
8,M125,2019,OTPS,SUPPLIES - GENERAL,,,"$ 26,118"
9,M125,2019,OTPS,TELECOMMUNICATION CONTRACTS,,,$ 1
10,M125,2019,OTPS,TEXTBOOKS,,,"$ 15,080"
11,M125,2019,OTPS,TRANSPORTATION OF STAFF - NON-CONTRACT,,,"$ 3,000"
0,M125,2019,Sixth period coverage,Not Available,,,$ 270
0,M125,2019,People Working Partial Year,People Working Partial Year,,,"$ 107,670"
0,M125,2019,Setasides,CB GE All Other Salaries Set Aside,,,"$ 6,877"
1,M125,2019,Setasides,CB GE Classroom Teachers Set Aside,,,"$ 12,816"
2,M125,2019,Setasides,CB GE Pupil Support Services Set Aside,,,$ 786
3,M125,2019,Setasides,CB Pre-K GE Set Aside,,,"$ 3,990"
4,M125,2019,Setasides,CB SE All Other Salaries Set Aside,,,"$ 5,568"
5,M125,2019,Setasides,CB SE Classroom Teachers Set Aside,,,$ 165
6,M125,2019,Setasides,CB SE Pupil Support Services Set Aside,,,"$ 19,860"
0,M125,2018,Leadership,HEAD OF SCHOOL,1.0,,"$ 142,895"
0,M125,2018,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 49,562"
0,M125,2018,Secretary,SCHOOL SECRETARY,1.0,,"$ 61,581"
0,M125,2018,Classroom Teacher,Pre K,1.0,ICT - General Ed Teacher,"$ 123,950"
1,M125,2018,Classroom Teacher,Pre K,2.0,WHOLE CLASS,"$ 247,899"
3,M125,2018,Classroom Teacher,K,2.0,WHOLE CLASS,"$ 206,359"
4,M125,2018,Classroom Teacher,1,2.0,WHOLE CLASS,"$ 118,530"
5,M125,2018,Classroom Teacher,12,1.0,SELF-CONTAINED SP ED,"$ 88,501"
6,M125,2018,Classroom Teacher,2,2.0,WHOLE CLASS,"$ 175,687"
7,M125,2018,Classroom Teacher,3,1.0,WHOLE CLASS,"$ 88,519"
8,M125,2018,Classroom Teacher,34,1.0,SELF-CONTAINED SP ED,"$ 88,423"
9,M125,2018,Classroom Teacher,4,1.0,REDUCED CLASS SIZE,"$ 101,102"
10,M125,2018,Classroom Teacher,5,1.0,WHOLE CLASS,"$ 88,605"
0,M125,2018,Elementary Cluster/Quota,ARTS,1.0,WHOLE CLASS,"$ 105,651"
1,M125,2018,Elementary Cluster/Quota,COMPUTER,1.0,WHOLE CLASS,"$ 123,950"
2,M125,2018,Elementary Cluster/Quota,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 95,497"
0,M125,2018,Special Needs - Support Services,ESL,0.8,PUSH IN/PULL OUT,"$ 70,707"
1,M125,2018,Special Needs - Support Services,OCCUPATIONAL THERAPY,1.0,PUSH IN/PULL OUT,"$ 72,148"
2,M125,2018,Special Needs - Support Services,SETSS,1.0,PUSH IN/PULL OUT,"$ 88,384"
3,M125,2018,Special Needs - Support Services,SPEECH,1.0,PUSH IN/PULL OUT,"$ 90,166"
0,M125,2018,Guidance/Social Workers,GUIDANCE COUNSELOR,1.0,,"$ 110,625"
0,M125,2018,SBST,DC 37 PARA (MORE THAN 20 HRS),0.0,,"$ 28,897"
1,M125,2018,SBST,SCHOOL PSYCHOLOGIST,1.0,,"$ 115,741"
0,M125,2018,Paraprofessionals,504,1.0,,"$ 19,191"
1,M125,2018,Paraprofessionals,CLASSROOM - General Ed,2.0,,"$ 111,634"
2,M125,2018,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),14.0,,"$ 490,200"
3,M125,2018,Paraprofessionals,IEP-HEALTH,2.0,,"$ 98,752"
4,M125,2018,Paraprofessionals,INTERVENTION / PREVENTION,1.0,,"$ 44,876"
5,M125,2018,Paraprofessionals,PRE-K,1.0,,"$ 55,817"
0,M125,2018,School Aides and Other Support Staff,School Aides and Other Support Staff,0.0,,"$ 47,654"
0,M125,2018,Professional/Curriculum Development,MATH COACH,1.0,,"$ 88,384"
0,M125,2018,Per Diem,504,,,"$ 2,250"
1,M125,2018,Per Diem,ABSENCE COVERAGE,,,"$ 36,063"
2,M125,2018,Per Diem,IEP-CRISIS MANAGEMENT(CIT),,,"$ 70,000"
0,M125,2018,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 108,017"
1,M125,2018,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 34,882"
0,M125,2018,OTPS,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,,"$ 33,900"
1,M125,2018,OTPS,DATA PROCESSING REPAIR - CONTRACTUAL,,,"$ 3,224"
2,M125,2018,OTPS,EDUCATIONAL CONSULTANTS,,,"$ 53,513"
3,M125,2018,OTPS,EDUCATIONAL SOFTWARE,,,"$ 12,830"
4,M125,2018,OTPS,FURNITURE (OBJECT 300),,,"$ 3,705"
5,M125,2018,OTPS,LIBRARY BOOKS,,,"$ 1,322"
6,M125,2018,OTPS,NON-CONTRACTUAL SERVICES,,,"$ 8,418"
7,M125,2018,OTPS,OFFICE TEMP SERVICES - CONTRACTUAL,,,"$ 1,584"
8,M125,2018,OTPS,SUPPLIES - GENERAL,,,"$ 21,903"
9,M125,2018,OTPS,TEXTBOOKS,,,"$ 62,078"
10,M125,2018,OTPS,TRANSPORTATION OF STAFF - NON-CONTRACT,,,"$ 3,006"
0,M125,2018,Sixth period coverage,Not Available,,,"$ 8,228"
0,M125,2018,People Working Partial Year,People Working Partial Year,,,"$ 213,007"
0,M123,2022,Leadership,HEAD OF SCHOOL,1.0,,"$ 175,116"
1,M123,2022,Leadership,ASST HEAD OF SCHOOL,1.0,,"$ 125,405"
2,M123,2022,Leadership,AP - SUPERVISION,1.0,,"$ 36,253"
0,M123,2022,Coordinator/Supervisor/Dean,PARENT COORDINATOR,1.0,,"$ 44,028"
0,M123,2022,Secretary,School Secretary,1.0,,"$ 63,353"
0,M123,2022,Classroom Teacher,Pre K,2.0,WHOLE CLASS,"$ 267,811"
1,M123,2022,Classroom Teacher,K,1.0,ICT - Special Ed Teacher,"$ 130,336"
2,M123,2022,Classroom Teacher,K,1.0,WHOLE CLASS,"$ 94,333"
4,M123,2022,Classroom Teacher,"K, 1, 2, 3, 4, 5, 6, 7",1.0,WHOLE CLASS,"$ 119,153"
5,M123,2022,Classroom Teacher,1,2.0,ICT - General Ed Teacher,"$ 213,213"
6,M123,2022,Classroom Teacher,2,1.0,ICT - General Ed Teacher,"$ 94,333"
7,M123,2022,Classroom Teacher,2,2.0,ICT - Special Ed Teacher,"$ 188,666"
8,M123,2022,Classroom Teacher,2,1.0,WHOLE CLASS,"$ 102,588"
10,M123,2022,Classroom Teacher,3,1.0,ICT - General Ed Teacher,"$ 106,779"
11,M123,2022,Classroom Teacher,3,2.0,WHOLE CLASS,"$ 190,775"
13,M123,2022,Classroom Teacher,"3, 4",1.0,SELF-CONTAINED SP ED,"$ 94,333"
14,M123,2022,Classroom Teacher,3-K,1.0,ICT - Special Ed Teacher,"$ 133,906"
15,M123,2022,Classroom Teacher,3-K,1.0,WHOLE CLASS,"$ 133,906"
17,M123,2022,Classroom Teacher,4,1.0,ICT - General Ed Teacher,"$ 94,384"
18,M123,2022,Classroom Teacher,4,1.0,ICT - Special Ed Teacher,"$ 94,333"
20,M123,2022,Classroom Teacher,5,1.0,ICT - General Ed Teacher,"$ 106,561"
21,M123,2022,Classroom Teacher,5,1.0,ICT - Special Ed Teacher,"$ 94,333"
22,M123,2022,Classroom Teacher,5,1.0,SELF-CONTAINED SP ED,"$ 94,333"
23,M123,2022,Classroom Teacher,5,1.0,WHOLE CLASS,"$ 94,333"
25,M123,2022,Classroom Teacher,6,1.0,ICT - General Ed Teacher,"$ 94,333"
26,M123,2022,Classroom Teacher,6,1.0,ICT - Special Ed Teacher,"$ 94,333"
27,M123,2022,Classroom Teacher,6,1.0,WHOLE CLASS,"$ 133,906"
29,M123,2022,Classroom Teacher,8,1.0,ICT - Special Ed Teacher,"$ 25,904"
0,M123,2022,Homeroom Teacher,ENGLISH LANGUAGE ARTS,1.0,WHOLE CLASS,"$ 94,333"
1,M123,2022,Homeroom Teacher,MATH,1.0,ICT - General Ed Teacher,"$ 94,333"
2,M123,2022,Homeroom Teacher,MATH,1.0,ICT - Special Ed Teacher,"$ 1,915"
4,M123,2022,Homeroom Teacher,SCIENCE - BIOLOGY,1.0,WHOLE CLASS,"$ 94,333"
5,M123,2022,Homeroom Teacher,SOCIAL STUDIES,1.0,SELF-CONTAINED SP ED,"$ 94,333"
6,M123,2022,Homeroom Teacher,SOCIAL STUDIES,1.0,WHOLE CLASS,"$ 95,453"
0,M123,2022,Cluster/Quota Teacher,Animal Science,1.0,WHOLE CLASS,"$ 103,435"
1,M123,2022,Cluster/Quota Teacher,ESL,2.0,WHOLE CLASS,"$ 210,134"
2,M123,2022,Cluster/Quota Teacher,PHYSICAL EDUCATION,1.0,WHOLE CLASS,"$ 106,525"
3,M123,2022,Cluster/Quota Teacher,TECHNOLOGY,1.0,WHOLE CLASS,"$ 114,202"
0,M123,2022,Special Needs - Support Services,INTERVENTION / PREVENTION,1.0,PUSH IN/PULL OUT,"$ 94,333"
1,M123,2022,Special Needs - Support Services,PHYSICAL THERAPY,0.0,PUSH IN/PULL OUT,"$ 77,023"
2,M123,2022,Special Needs - Support Services,SPEECH,2.0,PUSH IN/PULL OUT,"$ 206,166"
0,M123,2022,Guidance/Social Workers,Guidance Counselor,1.0,,"$ 111,232"
0,M123,2022,SBST,DC 37 Para More Than 20 Hrs,0.0,,"$ 75,458"
1,M123,2022,SBST,School Psychologist Mandated Services,1.0,,"$ 151,915"
2,M123,2022,SBST,School Social Workers Mandated Services,1.0,,"$ 108,762"
0,M123,2022,Paraprofessionals,Class Mgr,0.0,,"$ 1,750"
1,M123,2022,Paraprofessionals,CLASSROOM - General Ed,1.0,,"$ 66,593"
2,M123,2022,Paraprofessionals,CLASSROOM - Special Ed,2.0,,"$ 82,006"
3,M123,2022,Paraprofessionals,IEP-CRISIS MANAGEMENT(CIT),3.0,,"$ 127,700"
4,M123,2022,Paraprofessionals,IEP-HEALTH,1.0,,"$ 41,003"
0,M123,2022,School Aides and Other Support Staff,School Aides and Other Support Staff,1.0,,"$ 189,734"
0,M123,2022,Family Workers,ATTENDANCE,0.0,,"$ 93,775"
0,M123,2022,Professional/Curriculum Development,COMPUTER/TECHNOLOGY,0.0,,"$ 52,874"
1,M123,2022,Professional/Curriculum Development,ESL,1.0,,"$ 105,805"
2,M123,2022,Professional/Curriculum Development,MATH COACH,1.0,,"$ 106,833"
0,M123,2022,Per Diem,ABSENCE COVERAGE,,,"$ 516,804"
0,M123,2022,Per Session,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,,"$ 209,480"
1,M123,2022,Per Session,SUMMER STUDENT PROGRAMS,,,"$ 130,836"
0,M123,2022,OTPS,Curriculum & Staff Development Contracts,,,"$ 24,865"
1,M123,2022,OTPS,Data Processing Repair - Contractual,,,"$ 4,196"
2,M123,2022,OTPS,Educational Consultants,,,"$ 41,050"
