,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
10811,2,1.0,"$ 100,240",Classroom Teacher,ICT - Special Ed Teacher,Q026,2022
10812,2,3.0,"$ 384,821",Classroom Teacher,WHOLE CLASS,Q026,2022
10813,2,5.0,"$ 618,921",Classroom Teacher,Sub-Total,Q026,2022
10814,23,1.0,"$ 100,240",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2022
10815,3,1.0,"$ 100,240",Classroom Teacher,ICT - General Ed Teacher,Q026,2022
10816,3,1.0,"$ 116,909",Classroom Teacher,ICT - Special Ed Teacher,Q026,2022
10817,3,3.0,"$ 300,720",Classroom Teacher,WHOLE CLASS,Q026,2022
10818,3,5.0,"$ 517,869",Classroom Teacher,Sub-Total,Q026,2022
10819,4,1.0,"$ 100,240",Classroom Teacher,ICT - General Ed Teacher,Q026,2022
10820,4,1.0,"$ 100,240",Classroom Teacher,ICT - Special Ed Teacher,Q026,2022
10821,4,3.0,"$ 276,933",Classroom Teacher,WHOLE CLASS,Q026,2022
10822,4,5.0,"$ 477,413",Classroom Teacher,Sub-Total,Q026,2022
10823,"4, 5",1.0,"$ 100,240",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2022
10824,5,1.0,"$ 100,240",Classroom Teacher,ICT - Special Ed Teacher,Q026,2022
10825,5,4.0,"$ 400,960",Classroom Teacher,WHOLE CLASS,Q026,2022
10826,5,5.0,"$ 501,200",Classroom Teacher,Sub-Total,Q026,2022
10827,COMPUTER,1.0,"$ 100,240",Elementary Cluster/Quota,WHOLE CLASS,Q026,2022
10828,ENRICHMENT,1.0,"$ 100,240",Elementary Cluster/Quota,WHOLE CLASS,Q026,2022
10829,ESL,1.0,"$ 110,609",Elementary Cluster/Quota,WHOLE CLASS,Q026,2022
10830,LITERACY,1.0,"$ 124,058",Elementary Cluster/Quota,WHOLE CLASS,Q026,2022
10831,PHYSICAL EDUCATION,2.0,"$ 200,480",Elementary Cluster/Quota,WHOLE CLASS,Q026,2022
10832,SCIENCE - GENERAL SCIENCE,1.0,"$ 115,146",Elementary Cluster/Quota,WHOLE CLASS,Q026,2022
10833,OCCUPATIONAL THERAPY,1.0,"$ 81,110",Special Needs - Support Services,PULL-OUT - Special Ed,Q026,2022
10834,OCCUPATIONAL THERAPY,1.0,"$ 81,110",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2022
10835,OCCUPATIONAL THERAPY,2.0,"$ 162,220",Special Needs - Support Services,Sub-Total,Q026,2022
10836,SETSS,2.0,"$ 200,480",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2022
10837,SPEECH,1.0,"$ 103,083",Special Needs - Support Services,PULL-OUT -all students,Q026,2022
10838,SPEECH,2.0,"$ 103,784",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2022
10839,SPEECH,3.0,"$ 206,867",Special Needs - Support Services,Sub-Total,Q026,2022
10840,F-Status - Guidance Counselor,0.0,"$ 71,056",Guidance/Social Workers,,Q026,2022
10841,Guidance Counselor,1.0,"$ 58,061",Guidance/Social Workers,,Q026,2022
10842,DC 37 Para More Than 20 Hrs,0.0,"$ 9,506",SBST,,Q026,2022
10843,School Psychologist Mandated Services,1.0,"$ 108,762",SBST,,Q026,2022
10844,School Social Worker,1.0,"$ 108,762",SBST,,Q026,2022
10845,CLASSROOM - Special Ed,3.0,"$ 123,009",Paraprofessionals,,Q026,2022
10846,IEP-ALTERNATE PLACEMENT,1.0,"$ 41,003",Paraprofessionals,,Q026,2022
10847,IEP-CRISIS MANAGEMENT(CIT),1.0,"$ 66,593",Paraprofessionals,,Q026,2022
10848,IEP-HEALTH,3.0,"$ 123,613",Paraprofessionals,,Q026,2022
10849,PRE-K,2.0,"$ 133,186",Paraprofessionals,,Q026,2022
10850,School Aides and Other Support Staff,0.0,"$ 198,581",School Aides and Other Support Staff,,Q026,2022
10851,504,,"$ 101,638",Per Diem,,Q026,2022
10852,ABSENCE COVERAGE,,"$ 214,102",Per Diem,,Q026,2022
10853,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 276,870",Per Session,,Q026,2022
10854,PARENT INVOLVEMENT,,"$ 1,644",Per Session,,Q026,2022
10855,SUMMER STUDENT PROGRAMS,,"$ 17,990",Per Session,,Q026,2022
10856,Curriculum & Staff Development Contracts,,"$ 6,130",OTPS,,Q026,2022
10857,Data Processing Repair - Contractual,,"$ 4,182",OTPS,,Q026,2022
10858,Educational Software,,"$ 49,085",OTPS,,Q026,2022
10859,Equipment - General,,"$ 12,361",OTPS,,Q026,2022
10860,Furniture Object 300,,"$ 2,155",OTPS,,Q026,2022
10861,Library Books,,"$ 4,789",OTPS,,Q026,2022
10862,Non-Contractual Services,,"$ 3,600",OTPS,,Q026,2022
10863,Office Temp Services - Contractual,,"$ 3,143",OTPS,,Q026,2022
10864,Overtime Admin,,"$ 5,576",OTPS,,Q026,2022
10865,Supplies - General,,"$ 205,573",OTPS,,Q026,2022
10866,Telephone and Other Communications,,"$ 1,128",OTPS,,Q026,2022
10867,Textbooks,,"$ 41,119",OTPS,,Q026,2022
10868,School Funded Copier,,"$ 5,388",Setasides,,Q026,2022
10869,People Working Partial Year,,"$ 248,266",People Working Partial Year,,Q026,2022
10870,Main School,69.0,"$ 7,981,183",School Site,,Q026,2022
10871,HEAD OF SCHOOL,1.0,"$ 166,555",Leadership,,Q026,2021
10872,ASST HEAD OF SCHOOL,1.0,"$ 126,130",Leadership,,Q026,2021
10873,PARENT COORDINATOR,1.0,"$ 61,082",Coordinator/Supervisor/Dean,,Q026,2021
10874,School Secretary,2.0,"$ 135,849",Secretary,,Q026,2021
10875,Pre K,2.0,"$ 272,863",Classroom Teacher,WHOLE CLASS,Q026,2021
10876,K,1.0,"$ 96,384",Classroom Teacher,ICT - General Ed Teacher,Q026,2021
10877,K,1.0,"$ 96,384",Classroom Teacher,ICT - Special Ed Teacher,Q026,2021
10878,K,4.0,"$ 385,536",Classroom Teacher,WHOLE CLASS,Q026,2021
10879,K,6.0,"$ 578,304",Classroom Teacher,Sub-Total,Q026,2021
10880,1,1.0,"$ 96,384",Classroom Teacher,ICT - General Ed Teacher,Q026,2021
10881,1,1.0,"$ 96,384",Classroom Teacher,ICT - Special Ed Teacher,Q026,2021
10882,1,3.0,"$ 194,397",Classroom Teacher,WHOLE CLASS,Q026,2021
10883,1,5.0,"$ 387,165",Classroom Teacher,Sub-Total,Q026,2021
10884,"1, 2",1.0,"$ 96,384",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2021
10885,2,1.0,"$ 134,053",Classroom Teacher,ICT - General Ed Teacher,Q026,2021
10886,2,1.0,"$ 96,384",Classroom Teacher,ICT - Special Ed Teacher,Q026,2021
10887,2,3.0,"$ 327,938",Classroom Teacher,WHOLE CLASS,Q026,2021
10888,2,5.0,"$ 558,375",Classroom Teacher,Sub-Total,Q026,2021
10889,3,1.0,"$ 96,384",Classroom Teacher,ICT - General Ed Teacher,Q026,2021
10890,3,1.0,"$ 112,940",Classroom Teacher,ICT - Special Ed Teacher,Q026,2021
10891,3,3.0,"$ 120,480",Classroom Teacher,WHOLE CLASS,Q026,2021
10892,3,5.0,"$ 329,804",Classroom Teacher,Sub-Total,Q026,2021
10893,4,1.0,"$ 57,965",Classroom Teacher,ICT - General Ed Teacher,Q026,2021
10894,4,1.0,"$ 96,384",Classroom Teacher,ICT - Special Ed Teacher,Q026,2021
10895,4,3.0,"$ 289,152",Classroom Teacher,WHOLE CLASS,Q026,2021
10896,4,5.0,"$ 443,501",Classroom Teacher,Sub-Total,Q026,2021
10897,"4, 5",1.0,"$ 96,384",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2021
10898,5,1.0,"$ 96,384",Classroom Teacher,ICT - General Ed Teacher,Q026,2021
10899,5,1.0,"$ 96,384",Classroom Teacher,ICT - Special Ed Teacher,Q026,2021
10900,5,2.0,"$ 192,768",Classroom Teacher,WHOLE CLASS,Q026,2021
10901,5,4.0,"$ 385,536",Classroom Teacher,Sub-Total,Q026,2021
10902,COMPUTER,1.0,"$ 129,680",Elementary Cluster/Quota,WHOLE CLASS,Q026,2021
10903,ENRICHMENT,1.0,"$ 96,384",Elementary Cluster/Quota,WHOLE CLASS,Q026,2021
10904,LITERACY,1.0,"$ 111,538",Elementary Cluster/Quota,WHOLE CLASS,Q026,2021
10905,MUSIC,1.0,"$ 136,432",Elementary Cluster/Quota,WHOLE CLASS,Q026,2021
10906,PHYSICAL EDUCATION,2.0,"$ 192,768",Elementary Cluster/Quota,WHOLE CLASS,Q026,2021
10907,SCIENCE - GENERAL SCIENCE,1.0,"$ 69,635",Elementary Cluster/Quota,WHOLE CLASS,Q026,2021
10908,OCCUPATIONAL THERAPY,1.0,"$ 78,516",Special Needs - Support Services,PULL-OUT - Special Ed,Q026,2021
10909,OCCUPATIONAL THERAPY,1.0,"$ 78,516",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2021
10910,OCCUPATIONAL THERAPY,2.0,"$ 157,032",Special Needs - Support Services,Sub-Total,Q026,2021
10911,SETSS,2.0,"$ 192,768",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2021
10912,SPEECH,1.0,"$ 99,109",Special Needs - Support Services,PULL-OUT -all students,Q026,2021
10913,SPEECH,1.0,"$ 99,109",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2021
10914,SPEECH,2.0,"$ 198,218",Special Needs - Support Services,Sub-Total,Q026,2021
10915,Guidance Counselor,1.0,"$ 83,326",Guidance/Social Workers,,Q026,2021
10916,Teacher - Attendance,1.0,"$ 147,079",Guidance/Social Workers,,Q026,2021
10917,DC 37 Para More Than 20 Hrs,0.0,"$ 31,919",SBST,,Q026,2021
10918,School Psychologist Mandated Services,1.0,"$ 104,088",SBST,,Q026,2021
10919,School Social Worker,1.0,"$ 104,088",SBST,,Q026,2021
10920,CLASSROOM - Special Ed,2.0,"$ 78,590",Paraprofessionals,,Q026,2021
10921,IEP-ALTERNATE PLACEMENT,4.0,"$ 157,180",Paraprofessionals,,Q026,2021
10922,IEP-CRISIS MANAGEMENT(CIT),1.0,"$ 39,295",Paraprofessionals,,Q026,2021
10923,IEP-HEALTH,2.0,"$ 83,976",Paraprofessionals,,Q026,2021
10924,PRE-K,2.0,"$ 127,332",Paraprofessionals,,Q026,2021
10925,School Aides and Other Support Staff,0.0,"$ 170,655",School Aides and Other Support Staff,,Q026,2021
10926,ABSENCE COVERAGE,,"$ 344,456",Per Diem,,Q026,2021
10927,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 90,539",Per Session,,Q026,2021
10928,PARENT INVOLVEMENT,,"$ 3,391",Per Session,,Q026,2021
10929,Data Processing Repair - Contractual,,$ 897,OTPS,,Q026,2021
10930,Educational Software,,"$ 37,895",OTPS,,Q026,2021
10931,Equipment - General,,"$ 22,003",OTPS,,Q026,2021
10932,Library Books,,"$ 4,173",OTPS,,Q026,2021
10933,Non-Contractual Services,,"$ 4,325",OTPS,,Q026,2021
10934,Office Temp Services - Contractual,,"$ 1,283",OTPS,,Q026,2021
10935,Supplies - General,,"$ 29,569",OTPS,,Q026,2021
10936,Telephone and Other Communications,,"$ 1,128",OTPS,,Q026,2021
10937,Textbooks,,"$ 41,834",OTPS,,Q026,2021
10938,School Funded Copier,,"$ 4,722",Setasides,,Q026,2021
10939,People Working Partial Year,,"$ 222,396",People Working Partial Year,,Q026,2021
10940,Main School,67.0,"$ 6,858,526",School Site,,Q026,2021
10941,HEAD OF SCHOOL,1.0,"$ 159,540",Leadership,,Q026,2020
10942,ASST HEAD OF SCHOOL,1.0,"$ 116,676",Leadership,,Q026,2020
10943,PARENT COORDINATOR,1.0,"$ 60,513",Coordinator/Supervisor/Dean,,Q026,2020
10944,SCHOOL SECRETARY,2.0,"$ 131,160",Secretary,,Q026,2020
10945,Pre K,2.0,"$ 268,556",Classroom Teacher,WHOLE CLASS,Q026,2020
10946,K,1.0,"$ 94,923",Classroom Teacher,ICT - General Ed Teacher,Q026,2020
10947,K,1.0,"$ 94,923",Classroom Teacher,ICT - Special Ed Teacher,Q026,2020
10948,K,4.0,"$ 318,400",Classroom Teacher,WHOLE CLASS,Q026,2020
10949,K,6.0,"$ 508,246",Classroom Teacher,Sub-Total,Q026,2020
10950,1,1.0,"$ 94,923",Classroom Teacher,ICT - General Ed Teacher,Q026,2020
10951,1,1.0,"$ 94,923",Classroom Teacher,ICT - Special Ed Teacher,Q026,2020
10952,1,3.0,"$ 133,272",Classroom Teacher,WHOLE CLASS,Q026,2020
10953,1,5.0,"$ 323,118",Classroom Teacher,Sub-Total,Q026,2020
10954,12,1.0,"$ 94,923",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2020
10955,2,1.0,"$ 134,278",Classroom Teacher,ICT - General Ed Teacher,Q026,2020
10956,2,1.0,"$ 94,923",Classroom Teacher,ICT - Special Ed Teacher,Q026,2020
10957,2,3.0,"$ 284,769",Classroom Teacher,WHOLE CLASS,Q026,2020
10958,2,5.0,"$ 513,970",Classroom Teacher,Sub-Total,Q026,2020
10959,3,1.0,"$ 94,923",Classroom Teacher,ICT - General Ed Teacher,Q026,2020
10960,3,1.0,"$ 94,923",Classroom Teacher,ICT - Special Ed Teacher,Q026,2020
10961,3,3.0,"$ 284,769",Classroom Teacher,WHOLE CLASS,Q026,2020
10962,3,5.0,"$ 474,615",Classroom Teacher,Sub-Total,Q026,2020
10963,34,1.0,"$ 4,426",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2020
10964,4,1.0,"$ 94,923",Classroom Teacher,ICT - General Ed Teacher,Q026,2020
10965,4,1.0,"$ 94,923",Classroom Teacher,ICT - Special Ed Teacher,Q026,2020
10966,4,2.0,"$ 189,846",Classroom Teacher,WHOLE CLASS,Q026,2020
10967,4,4.0,"$ 379,692",Classroom Teacher,Sub-Total,Q026,2020
10968,45,1.0,"$ 94,923",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2020
10969,5,1.0,"$ 94,923",Classroom Teacher,ICT - General Ed Teacher,Q026,2020
10970,5,1.0,"$ 97,221",Classroom Teacher,ICT - Special Ed Teacher,Q026,2020
10971,5,2.0,"$ 189,846",Classroom Teacher,WHOLE CLASS,Q026,2020
10972,5,4.0,"$ 381,990",Classroom Teacher,Sub-Total,Q026,2020
10973,COMPUTER,1.0,"$ 127,643",Elementary Cluster/Quota,WHOLE CLASS,Q026,2020
10974,ENRICHMENT,1.0,"$ 126,310",Elementary Cluster/Quota,WHOLE CLASS,Q026,2020
10975,ESL,1.0,"$ 94,923",Elementary Cluster/Quota,WHOLE CLASS,Q026,2020
10976,LIBRARY,1.0,"$ 133,038",Elementary Cluster/Quota,WHOLE CLASS,Q026,2020
10977,LITERACY,1.0,"$ 109,815",Elementary Cluster/Quota,WHOLE CLASS,Q026,2020
10978,MUSIC,1.0,"$ 134,278",Elementary Cluster/Quota,WHOLE CLASS,Q026,2020
10979,PHYSICAL EDUCATION,2.0,"$ 189,846",Elementary Cluster/Quota,WHOLE CLASS,Q026,2020
10980,OCCUPATIONAL THERAPY,1.0,"$ 77,181",Special Needs - Support Services,PULL-OUT - Special Ed,Q026,2020
10981,OCCUPATIONAL THERAPY,1.0,"$ 77,181",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2020
10982,OCCUPATIONAL THERAPY,2.0,"$ 154,362",Special Needs - Support Services,Sub-Total,Q026,2020
10983,SETSS,2.0,"$ 189,846",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2020
10984,SPEECH,1.0,"$ 96,693",Special Needs - Support Services,PULL-OUT -all students,Q026,2020
10985,SPEECH,2.0,"$ 190,505",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2020
10986,SPEECH,3.0,"$ 287,198",Special Needs - Support Services,Sub-Total,Q026,2020
10987,GUIDANCE COUNSELOR,1.0,"$ 49,559",Guidance/Social Workers,,Q026,2020
10988,TEACHER - ATTENDANCE,1.0,"$ 142,660",Guidance/Social Workers,,Q026,2020
10989,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 32,291",SBST,,Q026,2020
10990,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 103,102",SBST,,Q026,2020
10991,SCHOOL SOCIAL WORKER,1.0,"$ 103,102",SBST,,Q026,2020
10992,CLASSROOM - Special Ed,2.0,"$ 76,394",Paraprofessionals,,Q026,2020
10993,IEP-ALTERNATE PLACEMENT,4.0,"$ 176,287",Paraprofessionals,,Q026,2020
10994,IEP-CRISIS MANAGEMENT(CIT),1.0,"$ 38,197",Paraprofessionals,,Q026,2020
10995,IEP-HEALTH,2.0,"$ 41,990",Paraprofessionals,,Q026,2020
10996,PRE-K,2.0,"$ 123,392",Paraprofessionals,,Q026,2020
10997,School Aides and Other Support Staff,0.0,"$ 174,121",School Aides and Other Support Staff,,Q026,2020
10998,504,,"$ 4,755",Per Diem,,Q026,2020
10999,ABSENCE COVERAGE,,"$ 2,743",Per Diem,,Q026,2020
11000,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 73,451",Per Session,,Q026,2020
11001,PARENT INVOLVEMENT,,$ 462,Per Session,,Q026,2020
11002,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 48,850",OTPS,,Q026,2020
11003,DATA PROCESSING REPAIR - CONTRACTUAL,,$ 897,OTPS,,Q026,2020
11004,EDUCATIONAL CONSULTANTS,,$ 350,OTPS,,Q026,2020
11005,EDUCATIONAL SOFTWARE,,"$ 6,795",OTPS,,Q026,2020
11006,EQUIPMENT - GENERAL,,"$ 76,712",OTPS,,Q026,2020
11007,FURNITURE (OBJECT 300),,"$ 17,039",OTPS,,Q026,2020
11008,LIBRARY BOOKS,,"$ 4,213",OTPS,,Q026,2020
11009,NON-CONTRACTUAL SERVICES,,"$ 6,786",OTPS,,Q026,2020
11010,NON-DP EQUIPMENT REPAIR,,"$ 3,450",OTPS,,Q026,2020
11011,OFFICE TEMP SERVICES - CONTRACTUAL,,"$ 10,977",OTPS,,Q026,2020
11012,SUPPLIES - GENERAL,,"$ 197,365",OTPS,,Q026,2020
11013,TELECOMMUNICATION CONTRACTS,,"$ 7,373",OTPS,,Q026,2020
11014,TELEPHONE AND OTHER COMMUNICATIONS,,"$ 1,125",OTPS,,Q026,2020
11015,TEXTBOOKS,,"$ 38,063",OTPS,,Q026,2020
11016,TRANSPORTATION OF STAFF - NON-CONTRACT,,$ 709,OTPS,,Q026,2020
11017,School Funded Copier,,"$ 5,388",Setasides,,Q026,2020
11018,People Working Partial Year,,"$ 335,162",People Working Partial Year,,Q026,2020
11019,Main School,69.0,"$ 6,963,367",School Site,,Q026,2020
11020,HEAD OF SCHOOL,1.0,"$ 146,605",Leadership,,Q026,2019
11021,INTERIM ACTING - ASST. PRINCIPAL,1.0,"$ 114,410",Leadership,,Q026,2019
11022,PARENT COORDINATOR,1.0,"$ 59,231",Coordinator/Supervisor/Dean,,Q026,2019
11023,SCHOOL SECRETARY,2.0,"$ 125,472",Secretary,,Q026,2019
11024,Pre K,2.0,"$ 252,795",Classroom Teacher,WHOLE CLASS,Q026,2019
11025,K,1.0,"$ 89,371",Classroom Teacher,ICT - General Ed Teacher,Q026,2019
11026,K,1.0,"$ 89,371",Classroom Teacher,ICT - Special Ed Teacher,Q026,2019
11027,K,4.0,"$ 357,484",Classroom Teacher,WHOLE CLASS,Q026,2019
11028,K,6.0,"$ 536,226",Classroom Teacher,Sub-Total,Q026,2019
11029,1,1.0,"$ 89,371",Classroom Teacher,ICT - General Ed Teacher,Q026,2019
11030,1,1.0,"$ 89,371",Classroom Teacher,ICT - Special Ed Teacher,Q026,2019
11031,1,4.0,"$ 357,484",Classroom Teacher,WHOLE CLASS,Q026,2019
11032,1,6.0,"$ 536,226",Classroom Teacher,Sub-Total,Q026,2019
11033,2,2.0,"$ 215,768",Classroom Teacher,ICT - General Ed Teacher,Q026,2019
11034,2,1.0,"$ 89,371",Classroom Teacher,ICT - Special Ed Teacher,Q026,2019
11035,2,2.0,"$ 178,742",Classroom Teacher,REDUCED CLASS SIZE,Q026,2019
11036,2,1.0,"$ 24,425",Classroom Teacher,WHOLE CLASS,Q026,2019
11037,2,6.0,"$ 508,306",Classroom Teacher,Sub-Total,Q026,2019
11038,23,2.0,"$ 178,742",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2019
11039,3,1.0,"$ 89,371",Classroom Teacher,ICT - General Ed Teacher,Q026,2019
11040,3,1.0,"$ 89,371",Classroom Teacher,ICT - Special Ed Teacher,Q026,2019
11041,3,3.0,"$ 268,113",Classroom Teacher,WHOLE CLASS,Q026,2019
11042,3,5.0,"$ 446,855",Classroom Teacher,Sub-Total,Q026,2019
11043,4,1.0,"$ 89,371",Classroom Teacher,ICT - General Ed Teacher,Q026,2019
11044,4,1.0,"$ 89,371",Classroom Teacher,ICT - Special Ed Teacher,Q026,2019
11045,4,2.0,"$ 178,742",Classroom Teacher,WHOLE CLASS,Q026,2019
11046,4,4.0,"$ 357,484",Classroom Teacher,Sub-Total,Q026,2019
11047,"4, 5",1.0,"$ 89,371",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2019
11048,5,1.0,"$ 89,371",Classroom Teacher,ICT - General Ed Teacher,Q026,2019
11049,5,1.0,"$ 3,575",Classroom Teacher,ICT - Special Ed Teacher,Q026,2019
11050,5,3.0,"$ 180,234",Classroom Teacher,WHOLE CLASS,Q026,2019
11051,5,5.0,"$ 273,180",Classroom Teacher,Sub-Total,Q026,2019
11052,COMPUTER,1.0,"$ 123,761",Elementary Cluster/Quota,WHOLE CLASS,Q026,2019
11053,LITERACY,1.0,"$ 164,925",Elementary Cluster/Quota,WHOLE CLASS,Q026,2019
11054,MUSIC,1.0,"$ 126,397",Elementary Cluster/Quota,WHOLE CLASS,Q026,2019
11055,PHYSICAL EDUCATION,2.0,"$ 224,136",Elementary Cluster/Quota,WHOLE CLASS,Q026,2019
11056,SCIENCE - GENERAL SCIENCE,1.0,"$ 125,542",Elementary Cluster/Quota,WHOLE CLASS,Q026,2019
11057,OCCUPATIONAL THERAPY,1.0,"$ 75,145",Special Needs - Support Services,PULL-OUT - Special Ed,Q026,2019
11058,OCCUPATIONAL THERAPY,1.0,"$ 75,145",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2019
11059,OCCUPATIONAL THERAPY,2.0,"$ 150,290",Special Needs - Support Services,Sub-Total,Q026,2019
11060,SETSS,2.0,"$ 178,742",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2019
11061,SPEECH,1.0,"$ 93,637",Special Needs - Support Services,PULL-OUT -all students,Q026,2019
11062,SPEECH,1.0,"$ 93,328",Special Needs - Support Services,PUSH IN/PULL OUT,Q026,2019
11063,SPEECH,2.0,"$ 186,965",Special Needs - Support Services,Sub-Total,Q026,2019
11064,GUIDANCE COUNSELOR,1.0,"$ 72,498",Guidance/Social Workers,,Q026,2019
11065,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 30,840",SBST,,Q026,2019
11066,SCHOOL PSYCHOLOGIST (MANDATED SERVICES),1.0,"$ 99,227",SBST,,Q026,2019
11067,SCHOOL SOCIAL WORKER,1.0,"$ 99,227",SBST,,Q026,2019
11068,504,1.0,"$ 36,020",Paraprofessionals,,Q026,2019
11069,CLASSROOM - Special Ed,2.0,"$ 72,040",Paraprofessionals,,Q026,2019
11070,IEP-ALTERNATE PLACEMENT,3.0,"$ 108,060",Paraprofessionals,,Q026,2019
11071,IEP-CRISIS MANAGEMENT(CIT),2.0,"$ 94,657",Paraprofessionals,,Q026,2019
11072,IEP-HEALTH,1.0,"$ 24,375",Paraprofessionals,,Q026,2019
11073,PRE-K,2.0,"$ 117,274",Paraprofessionals,,Q026,2019
11074,School Aides and Other Support Staff,0.0,"$ 160,723",School Aides and Other Support Staff,,Q026,2019
11075,504,,"$ 16,640",Per Diem,,Q026,2019
11076,ABSENCE COVERAGE,,"$ 169,275",Per Diem,,Q026,2019
11077,IEP-HEALTH,,"$ 20,171",Per Diem,,Q026,2019
11078,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 74,292",Per Session,,Q026,2019
11079,PARENT INVOLVEMENT,,$ 0,Per Session,,Q026,2019
11080,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 31,650",OTPS,,Q026,2019
11081,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 1,089",OTPS,,Q026,2019
11082,EDUCATIONAL CONSULTANTS,,"$ 1,000",OTPS,,Q026,2019
11083,EDUCATIONAL SOFTWARE,,"$ 1,509",OTPS,,Q026,2019
11084,EQUIPMENT - GENERAL,,"$ 199,779",OTPS,,Q026,2019
11085,FURNITURE (OBJECT 300),,"$ 38,730",OTPS,,Q026,2019
11086,LIBRARY BOOKS,,"$ 5,196",OTPS,,Q026,2019
11087,NON-CONTRACTUAL SERVICES,,"$ 5,808",OTPS,,Q026,2019
11088,OFFICE TEMP SERVICES - CONTRACTUAL,,"$ 5,098",OTPS,,Q026,2019
11089,PROFESSIONAL SERVICES OTHER,,"$ 1,071",OTPS,,Q026,2019
11090,SUPPLIES - GENERAL,,"$ 100,680",OTPS,,Q026,2019
11091,TELECOMMUNICATION CONTRACTS,,$ 350,OTPS,,Q026,2019
11092,TEXTBOOKS,,"$ 123,450",OTPS,,Q026,2019
11093,TRANSPORTATION OF STAFF - NON-CONTRACT,,$ 329,OTPS,,Q026,2019
11094,People Working Partial Year,,"$ 254,225",People Working Partial Year,,Q026,2019
11095,CB GE All Other Salaries Set Aside,,"$ 11,491",Setasides,,Q026,2019
11096,CB GE Classroom Teachers Set Aside,,"$ 30,905",Setasides,,Q026,2019
11097,CB GE Pupil Support Services Set Aside,,$ 561,Setasides,,Q026,2019
11098,CB Pre-K GE Set Aside,,"$ 4,109",Setasides,,Q026,2019
11099,CB SE All Other Salaries Set Aside,,"$ 7,531",Setasides,,Q026,2019
11100,CB SE Pupil Support Services Set Aside,,"$ 18,243",Setasides,,Q026,2019
11101,School Funded Copier,,"$ 5,388",Setasides,,Q026,2019
11102,Main School,68.0,"$ 6,949,172",School Site,,Q026,2019
11103,HEAD OF SCHOOL,1.0,"$ 138,715",Leadership,,Q026,2018
11104,ASST HEAD OF SCHOOL,1.0,"$ 111,835",Leadership,,Q026,2018
11105,PARENT COORDINATOR,1.0,"$ 53,741",Coordinator/Supervisor/Dean,,Q026,2018
11106,SCHOOL SECRETARY,2.0,"$ 84,170",Secretary,,Q026,2018
11107,Pre K,1.0,"$ 122,359",Classroom Teacher,REDUCED CLASS SIZE,Q026,2018
11108,Pre K,1.0,"$ 122,359",Classroom Teacher,WHOLE CLASS,Q026,2018
11109,Pre K,2.0,"$ 244,718",Classroom Teacher,Sub-Total,Q026,2018
11110,K,1.0,"$ 87,250",Classroom Teacher,ICT - General Ed Teacher,Q026,2018
11111,K,1.0,"$ 87,250",Classroom Teacher,ICT - Special Ed Teacher,Q026,2018
11112,K,4.0,"$ 318,070",Classroom Teacher,WHOLE CLASS,Q026,2018
11113,K,6.0,"$ 492,570",Classroom Teacher,Sub-Total,Q026,2018
11114,"K, 1",1.0,"$ 87,250",Classroom Teacher,SELF-CONTAINED SP ED,Q026,2018
11115,1,1.0,"$ 87,250",Classroom Teacher,ICT - General Ed Teacher,Q026,2018
11116,1,1.0,"$ 87,250",Classroom Teacher,ICT - Special Ed Teacher,Q026,2018
11117,1,1.0,"$ 88,093",Classroom Teacher,REDUCED CLASS SIZE,Q026,2018
11118,1,2.0,"$ 174,500",Classroom Teacher,WHOLE CLASS,Q026,2018
11119,1,5.0,"$ 437,093",Classroom Teacher,Sub-Total,Q026,2018
11120,2,1.0,"$ 87,250",Classroom Teacher,ICT - General Ed Teacher,Q026,2018
